row, col, cumulative power
0, 0, 1.774937e-30
0, 1, 2.159217e+03
1, 1, 2.192772e+03
0, 2, 2.639832e+03
1, 2, 2.721750e+03
2, 2, 2.739518e+03
0, 3, 2.804698e+03
1, 3, 2.815997e+03
2, 3, 2.826707e+03
0, 4, 2.857206e+03
1, 4, 2.867539e+03
3, 3, 2.870920e+03
2, 4, 2.883529e+03
3, 4, 2.886426e+03
0, 5, 2.939480e+03
1, 5, 2.946168e+03
2, 5, 2.951727e+03
4, 4, 2.955009e+03
3, 5, 2.957553e+03
0, 6, 2.998908e+03
1, 6, 3.003529e+03
2, 6, 3.010926e+03
4, 5, 3.014254e+03
3, 6, 3.015770e+03
0, 7, 3.019636e+03
5, 5, 3.020253e+03
1, 7, 3.023934e+03
4, 6, 3.028083e+03
2, 7, 3.030098e+03
3, 7, 3.032930e+03
5, 6, 3.034464e+03
0, 8, 3.050642e+03
4, 7, 3.056799e+03
1, 8, 3.057767e+03
2, 8, 3.061159e+03
6, 6, 3.062343e+03
3, 8, 3.065623e+03
5, 7, 3.066460e+03
4, 8, 3.067437e+03
0, 9, 3.073472e+03
1, 9, 3.074287e+03
6, 7, 3.076553e+03
2, 9, 3.082128e+03
5, 8, 3.083156e+03
3, 9, 3.085735e+03
4, 9, 3.090281e+03
7, 7, 3.097872e+03
6, 8, 3.099051e+03
0, 10, 3.104227e+03
1, 10, 3.105166e+03
2, 10, 3.106760e+03
5, 9, 3.109335e+03
3, 10, 3.109819e+03
7, 8, 3.111560e+03
4, 10, 3.112253e+03
6, 9, 3.112985e+03
5, 10, 3.114078e+03
8, 8, 3.114915e+03
7, 9, 3.119412e+03
6, 10, 3.119535e+03
8, 9, 3.122193e+03
7, 10, 3.123664e+03
9, 9, 3.125051e+03
8, 10, 3.126877e+03
9, 10, 3.129413e+03
10, 10, 3.129443e+03
