row, col, cumulative power
0, 0, 1.491440e-30
0, 1, 1.203315e+02
1, 1, 1.218037e+02
0, 2, 2.003334e+02
1, 2, 2.057719e+02
2, 2, 2.070648e+02
0, 3, 2.391958e+02
1, 3, 2.418316e+02
2, 3, 2.445150e+02
0, 4, 2.757979e+02
1, 4, 2.789881e+02
3, 3, 2.801674e+02
2, 4, 2.812158e+02
3, 4, 2.827610e+02
0, 5, 3.142449e+02
1, 5, 3.177454e+02
2, 5, 3.187785e+02
4, 4, 3.193572e+02
3, 5, 3.214307e+02
0, 6, 3.636100e+02
1, 6, 3.687852e+02
2, 6, 3.697901e+02
4, 5, 3.724295e+02
3, 6, 3.737217e+02
0, 7, 3.803174e+02
5, 5, 3.813776e+02
1, 7, 3.842736e+02
4, 6, 3.852824e+02
2, 7, 3.866479e+02
3, 7, 3.868564e+02
5, 6, 3.896338e+02
0, 8, 3.977655e+02
4, 7, 3.981731e+02
1, 8, 3.983861e+02
2, 8, 3.997360e+02
6, 6, 4.009237e+02
3, 8, 4.014850e+02
5, 7, 4.016517e+02
4, 8, 4.020948e+02
0, 9, 4.134946e+02
1, 9, 4.148713e+02
6, 7, 4.154879e+02
2, 9, 4.164748e+02
5, 8, 4.165581e+02
3, 9, 4.169436e+02
4, 9, 4.174790e+02
7, 7, 4.177928e+02
6, 8, 4.180203e+02
0, 10, 4.223992e+02
1, 10, 4.232526e+02
2, 10, 4.244427e+02
5, 9, 4.247195e+02
3, 10, 4.252120e+02
7, 8, 4.253008e+02
4, 10, 4.254825e+02
6, 9, 4.260672e+02
5, 10, 4.261359e+02
8, 8, 4.265183e+02
7, 9, 4.265617e+02
6, 10, 4.266978e+02
8, 9, 4.268474e+02
7, 10, 4.268871e+02
9, 9, 4.271911e+02
8, 10, 4.276477e+02
9, 10, 4.279821e+02
10, 10, 4.280585e+02
