row, col, cumulative power
0, 0, 2.959461e-29
0, 1, 5.050946e+02
1, 1, 5.685326e+02
0, 2, 5.755839e+02
1, 2, 5.779095e+02
2, 2, 5.798819e+02
0, 3, 6.054198e+02
1, 3, 6.134403e+02
2, 3, 6.162568e+02
0, 4, 6.175917e+02
1, 4, 6.211957e+02
3, 3, 6.232584e+02
2, 4, 6.235817e+02
3, 4, 6.247098e+02
0, 5, 6.316594e+02
1, 5, 6.399742e+02
2, 5, 6.402119e+02
4, 4, 6.408234e+02
3, 5, 6.414150e+02
0, 6, 6.475487e+02
1, 6, 6.492105e+02
2, 6, 6.497343e+02
4, 5, 6.500702e+02
3, 6, 6.504214e+02
0, 7, 6.531607e+02
5, 5, 6.534940e+02
1, 7, 6.553466e+02
4, 6, 6.554873e+02
2, 7, 6.559529e+02
3, 7, 6.560353e+02
5, 6, 6.564306e+02
0, 8, 6.622788e+02
4, 7, 6.624509e+02
1, 8, 6.654170e+02
2, 8, 6.654916e+02
6, 6, 6.656921e+02
3, 8, 6.662793e+02
5, 7, 6.665602e+02
4, 8, 6.671095e+02
0, 9, 6.686893e+02
1, 9, 6.692706e+02
6, 7, 6.696350e+02
2, 9, 6.697890e+02
5, 8, 6.703032e+02
3, 9, 6.707745e+02
4, 9, 6.711031e+02
7, 7, 6.711472e+02
6, 8, 6.715268e+02
0, 10, 6.725219e+02
1, 10, 6.727700e+02
2, 10, 6.728074e+02
5, 9, 6.731180e+02
3, 10, 6.732022e+02
7, 8, 6.732734e+02
4, 10, 6.733087e+02
6, 9, 6.736263e+02
5, 10, 6.739739e+02
8, 8, 6.740374e+02
7, 9, 6.743610e+02
6, 10, 6.743662e+02
8, 9, 6.744914e+02
7, 10, 6.746183e+02
9, 9, 6.747211e+02
8, 10, 6.748359e+02
9, 10, 6.748526e+02
10, 10, 6.748546e+02
