row, col, cumulative power
0, 0, 1.424880e-29
0, 1, 5.591210e+03
1, 1, 5.699952e+03
0, 2, 6.213624e+03
1, 2, 6.226005e+03
2, 2, 6.229369e+03
0, 3, 6.412410e+03
1, 3, 6.448294e+03
2, 3, 6.463582e+03
0, 4, 6.469966e+03
1, 4, 6.473660e+03
3, 3, 6.475085e+03
2, 4, 6.478387e+03
3, 4, 6.481318e+03
0, 5, 6.484944e+03
1, 5, 6.489409e+03
2, 5, 6.497535e+03
4, 4, 6.501475e+03
3, 5, 6.504164e+03
0, 6, 6.512597e+03
1, 6, 6.516574e+03
2, 6, 6.519009e+03
4, 5, 6.520611e+03
3, 6, 6.522866e+03
0, 7, 6.532366e+03
5, 5, 6.533561e+03
1, 7, 6.537442e+03
4, 6, 6.538403e+03
2, 7, 6.540591e+03
3, 7, 6.540993e+03
5, 6, 6.542466e+03
0, 8, 6.559073e+03
4, 7, 6.562695e+03
1, 8, 6.564742e+03
2, 8, 6.567676e+03
6, 6, 6.567976e+03
3, 8, 6.569874e+03
5, 7, 6.571350e+03
4, 8, 6.572359e+03
0, 9, 6.575019e+03
1, 9, 6.580923e+03
6, 7, 6.581322e+03
2, 9, 6.582599e+03
5, 8, 6.583868e+03
3, 9, 6.584143e+03
4, 9, 6.586911e+03
7, 7, 6.587082e+03
6, 8, 6.590063e+03
0, 10, 6.607911e+03
1, 10, 6.608456e+03
2, 10, 6.608999e+03
5, 9, 6.610369e+03
3, 10, 6.610620e+03
7, 8, 6.611928e+03
4, 10, 6.611959e+03
6, 9, 6.612538e+03
5, 10, 6.613542e+03
8, 8, 6.614503e+03
7, 9, 6.615176e+03
6, 10, 6.615226e+03
8, 9, 6.616026e+03
7, 10, 6.616172e+03
9, 9, 6.616816e+03
8, 10, 6.616914e+03
9, 10, 6.616977e+03
10, 10, 6.617854e+03
