row, col, cumulative power
0, 0, 1.774937e-30
0, 1, 8.086098e+02
1, 1, 8.440809e+02
0, 2, 1.008106e+03
1, 2, 1.029471e+03
2, 2, 1.032658e+03
0, 3, 1.109080e+03
1, 3, 1.118800e+03
2, 3, 1.120981e+03
0, 4, 1.172916e+03
1, 4, 1.177247e+03
3, 3, 1.177962e+03
2, 4, 1.179914e+03
3, 4, 1.181892e+03
0, 5, 1.194256e+03
1, 5, 1.195701e+03
2, 5, 1.196744e+03
4, 4, 1.197923e+03
3, 5, 1.198381e+03
0, 6, 1.238280e+03
1, 6, 1.241090e+03
2, 6, 1.244383e+03
4, 5, 1.245538e+03
3, 6, 1.246036e+03
0, 7, 1.270985e+03
5, 5, 1.271779e+03
1, 7, 1.273719e+03
4, 6, 1.277628e+03
2, 7, 1.278549e+03
3, 7, 1.279647e+03
5, 6, 1.281573e+03
0, 8, 1.299344e+03
4, 7, 1.299470e+03
1, 8, 1.300257e+03
2, 8, 1.303251e+03
6, 6, 1.303354e+03
3, 8, 1.304305e+03
5, 7, 1.304890e+03
4, 8, 1.306483e+03
0, 9, 1.333784e+03
1, 9, 1.335285e+03
6, 7, 1.335574e+03
2, 9, 1.335624e+03
5, 8, 1.336743e+03
3, 9, 1.337782e+03
4, 9, 1.338208e+03
7, 7, 1.338686e+03
6, 8, 1.340989e+03
0, 10, 1.351558e+03
1, 10, 1.351709e+03
2, 10, 1.352197e+03
5, 9, 1.352574e+03
3, 10, 1.353100e+03
7, 8, 1.353335e+03
4, 10, 1.353983e+03
6, 9, 1.354254e+03
5, 10, 1.354270e+03
8, 8, 1.354904e+03
7, 9, 1.355160e+03
6, 10, 1.355360e+03
8, 9, 1.355585e+03
7, 10, 1.356545e+03
9, 9, 1.356918e+03
8, 10, 1.357220e+03
9, 10, 1.357488e+03
10, 10, 1.357979e+03
