row, col, cumulative power
0, 0, 3.562200e-28
0, 1, 5.706336e+03
1, 1, 5.960838e+03
0, 2, 6.796913e+03
1, 2, 6.930024e+03
2, 2, 6.942216e+03
0, 3, 7.032256e+03
1, 3, 7.060617e+03
2, 3, 7.062447e+03
0, 4, 7.209734e+03
1, 4, 7.215895e+03
3, 3, 7.218724e+03
2, 4, 7.222586e+03
3, 4, 7.224388e+03
0, 5, 7.239685e+03
1, 5, 7.241252e+03
2, 5, 7.241753e+03
4, 4, 7.242677e+03
3, 5, 7.245059e+03
0, 6, 7.247300e+03
1, 6, 7.249234e+03
2, 6, 7.252679e+03
4, 5, 7.253507e+03
3, 6, 7.255184e+03
0, 7, 7.258980e+03
5, 5, 7.259015e+03
1, 7, 7.261520e+03
4, 6, 7.261797e+03
2, 7, 7.265110e+03
3, 7, 7.265968e+03
5, 6, 7.266411e+03
0, 8, 7.269174e+03
4, 7, 7.270793e+03
1, 8, 7.271791e+03
2, 8, 7.272605e+03
6, 6, 7.273248e+03
3, 8, 7.273471e+03
5, 7, 7.274176e+03
4, 8, 7.275408e+03
0, 9, 7.284063e+03
1, 9, 7.284913e+03
6, 7, 7.286046e+03
2, 9, 7.287598e+03
5, 8, 7.289352e+03
3, 9, 7.290661e+03
4, 9, 7.291682e+03
7, 7, 7.292488e+03
6, 8, 7.292976e+03
0, 10, 7.293248e+03
1, 10, 7.295221e+03
2, 10, 7.296072e+03
5, 9, 7.296220e+03
3, 10, 7.296776e+03
7, 8, 7.297143e+03
4, 10, 7.297308e+03
6, 9, 7.298377e+03
5, 10, 7.299341e+03
8, 8, 7.299403e+03
7, 9, 7.300655e+03
6, 10, 7.300689e+03
8, 9, 7.301185e+03
7, 10, 7.301257e+03
9, 9, 7.302020e+03
8, 10, 7.302235e+03
9, 10, 7.302500e+03
10, 10, 7.302575e+03
