# contact distance = 3
# r = [0.841917, 4.42819]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.391304 0.284946 0.0944363
0 1 0.369565 0.284946 0.0944363
0 2 0.380435 0.284946 0.0944363
0 3 0.369565 0.284946 0.0944363
0 4 0.336957 0.284946 0.0944363
0 5 0.26087 0.284946 0.0944363
0 6 0.282609 0.284946 0.0944363
0 7 0.271739 0.284946 0.0944363
0 8 0.315217 0.284946 0.0944363
0 9 0.391304 0.284946 0.0944363
0 10 0.380435 0.284946 0.0944363
0 11 0.413043 0.284946 0.0944363
0 12 0.402174 0.284946 0.0944363
0 13 0.467391 0.284946 0.0944363
0 14 0.391304 0.284946 0.0944363
0 15 0.369565 0.284946 0.0944363
0 16 0.336957 0.284946 0.0944363
0 17 0.26087 0.284946 0.0944363
0 18 0.228261 0.284946 0.0944363
0 19 0.108696 0.284946 0.0944363
1 0 0.380435 0.284946 0.0944363
1 1 0.413043 0.284946 0.0944363
1 2 0.413043 0.284946 0.0944363
1 3 0.380435 0.284946 0.0944363
1 4 0.369565 0.284946 0.0944363
1 5 0.326087 0.284946 0.0944363
1 6 0.347826 0.284946 0.0944363
1 7 0.347826 0.284946 0.0944363
1 8 0.391304 0.284946 0.0944363
1 9 0.336957 0.284946 0.0944363
1 10 0.391304 0.284946 0.0944363
1 11 0.423913 0.284946 0.0944363
1 12 0.445652 0.284946 0.0944363
1 13 0.434783 0.284946 0.0944363
1 14 0.380435 0.284946 0.0944363
1 15 0.434783 0.284946 0.0944363
1 16 0.347826 0.284946 0.0944363
1 17 0.228261 0.284946 0.0944363
1 18 0.184783 0.284946 0.0944363
1 19 0.130435 0.284946 0.0944363
2 0 0.347826 0.284946 0.0944363
2 1 0.369565 0.284946 0.0944363
2 2 0.402174 0.284946 0.0944363
2 3 0.347826 0.284946 0.0944363
2 4 0.304348 0.284946 0.0944363
2 5 0.293478 0.284946 0.0944363
2 6 0.358696 0.284946 0.0944363
2 7 0.413043 0.284946 0.0944363
2 8 0.336957 0.284946 0.0944363
2 9 0.347826 0.284946 0.0944363
2 10 0.402174 0.284946 0.0944363
2 11 0.434783 0.284946 0.0944363
2 12 0.413043 0.284946 0.0944363
2 13 0.456522 0.284946 0.0944363
2 14 0.423913 0.284946 0.0944363
2 15 0.423913 0.284946 0.0944363
2 16 0.369565 0.284946 0.0944363
2 17 0.282609 0.284946 0.0944363
2 18 0.25 0.284946 0.0944363
2 19 0.0978261 0.284946 0.0944363
3 0 0.304348 0.284946 0.0944363
3 1 0.304348 0.284946 0.0944363
3 2 0.326087 0.284946 0.0944363
3 3 0.293478 0.284946 0.0944363
3 4 0.271739 0.284946 0.0944363
3 5 0.23913 0.284946 0.0944363
3 6 0.293478 0.284946 0.0944363
3 7 0.315217 0.284946 0.0944363
3 8 0.347826 0.284946 0.0944363
3 9 0.293478 0.284946 0.0944363
3 10 0.358696 0.284946 0.0944363
3 11 0.391304 0.284946 0.0944363
3 12 0.434783 0.284946 0.0944363
3 13 0.423913 0.284946 0.0944363
3 14 0.369565 0.284946 0.0944363
3 15 0.358696 0.284946 0.0944363
3 16 0.336957 0.284946 0.0944363
3 17 0.23913 0.284946 0.0944363
3 18 0.173913 0.284946 0.0944363
3 19 0.0978261 0.284946 0.0944363
4 0 0.26087 0.284946 0.0944363
4 1 0.282609 0.284946 0.0944363
4 2 0.315217 0.284946 0.0944363
4 3 0.271739 0.284946 0.0944363
4 4 0.271739 0.284946 0.0944363
4 5 0.217391 0.284946 0.0944363
4 6 0.228261 0.284946 0.0944363
4 7 0.26087 0.284946 0.0944363
