# contact distance = 3
# r = [1.06111, 4.90736]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.29703 0.259406 0.0691264
0 1 0.316832 0.259406 0.0691264
0 2 0.277228 0.259406 0.0691264
0 3 0.277228 0.259406 0.0691264
0 4 0.267327 0.259406 0.0691264
0 5 0.257426 0.259406 0.0691264
0 6 0.346535 0.259406 0.0691264
0 7 0.346535 0.259406 0.0691264
0 8 0.366337 0.259406 0.0691264
0 9 0.29703 0.259406 0.0691264
0 10 0.287129 0.259406 0.0691264
0 11 0.326733 0.259406 0.0691264
0 12 0.326733 0.259406 0.0691264
0 13 0.217822 0.259406 0.0691264
0 14 0.168317 0.259406 0.0691264
0 15 0.168317 0.259406 0.0691264
0 16 0.247525 0.259406 0.0691264
0 17 0.237624 0.259406 0.0691264
0 18 0.257426 0.259406 0.0691264
0 19 0.257426 0.259406 0.0691264
1 0 0.287129 0.259406 0.0691264
1 1 0.287129 0.259406 0.0691264
1 2 0.287129 0.259406 0.0691264
1 3 0.227723 0.259406 0.0691264
1 4 0.19802 0.259406 0.0691264
1 5 0.247525 0.259406 0.0691264
1 6 0.326733 0.259406 0.0691264
1 7 0.376238 0.259406 0.0691264
1 8 0.366337 0.259406 0.0691264
1 9 0.29703 0.259406 0.0691264
1 10 0.316832 0.259406 0.0691264
1 11 0.336634 0.259406 0.0691264
1 12 0.316832 0.259406 0.0691264
1 13 0.217822 0.259406 0.0691264
1 14 0.237624 0.259406 0.0691264
1 15 0.188119 0.259406 0.0691264
1 16 0.257426 0.259406 0.0691264
1 17 0.287129 0.259406 0.0691264
1 18 0.287129 0.259406 0.0691264
1 19 0.29703 0.259406 0.0691264
2 0 0.237624 0.259406 0.0691264
2 1 0.227723 0.259406 0.0691264
2 2 0.247525 0.259406 0.0691264
2 3 0.19802 0.259406 0.0691264
2 4 0.207921 0.259406 0.0691264
2 5 0.227723 0.259406 0.0691264
2 6 0.29703 0.259406 0.0691264
2 7 0.336634 0.259406 0.0691264
2 8 0.326733 0.259406 0.0691264
2 9 0.257426 0.259406 0.0691264
2 10 0.326733 0.259406 0.0691264
2 11 0.316832 0.259406 0.0691264
2 12 0.29703 0.259406 0.0691264
2 13 0.267327 0.259406 0.0691264
2 14 0.178218 0.259406 0.0691264
2 15 0.19802 0.259406 0.0691264
2 16 0.247525 0.259406 0.0691264
2 17 0.277228 0.259406 0.0691264
2 18 0.336634 0.259406 0.0691264
2 19 0.287129 0.259406 0.0691264
3 0 0.227723 0.259406 0.0691264
3 1 0.237624 0.259406 0.0691264
3 2 0.207921 0.259406 0.0691264
