# contact distance = 3
# r = [1.57549, 4.95507]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.448485 0.221424 0.0849185
0 1 0.448485 0.221424 0.0849185
0 2 0.466667 0.221424 0.0849185
0 3 0.436364 0.221424 0.0849185
0 4 0.412121 0.221424 0.0849185
0 5 0.321212 0.221424 0.0849185
0 6 0.284848 0.221424 0.0849185
0 7 0.266667 0.221424 0.0849185
0 8 0.260606 0.221424 0.0849185
0 9 0.224242 0.221424 0.0849185
0 10 0.272727 0.221424 0.0849185
0 11 0.29697 0.221424 0.0849185
0 12 0.327273 0.221424 0.0849185
0 13 0.290909 0.221424 0.0849185
0 14 0.236364 0.221424 0.0849185
0 15 0.175758 0.221424 0.0849185
0 16 0.206061 0.221424 0.0849185
0 17 0.248485 0.221424 0.0849185
0 18 0.236364 0.221424 0.0849185
0 19 0.230303 0.221424 0.0849185
1 0 0.442424 0.221424 0.0849185
1 1 0.472727 0.221424 0.0849185
1 2 0.527273 0.221424 0.0849185
1 3 0.49697 0.221424 0.0849185
1 4 0.454545 0.221424 0.0849185
1 5 0.375758 0.221424 0.0849185
1 6 0.315152 0.221424 0.0849185
1 7 0.29697 0.221424 0.0849185
1 8 0.321212 0.221424 0.0849185
1 9 0.290909 0.221424 0.0849185
1 10 0.309091 0.221424 0.0849185
1 11 0.345455 0.221424 0.0849185
1 12 0.315152 0.221424 0.0849185
1 13 0.290909 0.221424 0.0849185
1 14 0.242424 0.221424 0.0849185
1 15 0.218182 0.221424 0.0849185
1 16 0.218182 0.221424 0.0849185
1 17 0.278788 0.221424 0.0849185
1 18 0.278788 0.221424 0.0849185
1 19 0.248485 0.221424 0.0849185
2 0 0.472727 0.221424 0.0849185
2 1 0.484848 0.221424 0.0849185
2 2 0.509091 0.221424 0.0849185
2 3 0.484848 0.221424 0.0849185
2 4 0.424242 0.221424 0.0849185
2 5 0.363636 0.221424 0.0849185
2 6 0.290909 0.221424 0.0849185
2 7 0.290909 0.221424 0.0849185
2 8 0.29697 0.221424 0.0849185
2 9 0.309091 0.221424 0.0849185
2 10 0.321212 0.221424 0.0849185
2 11 0.345455 0.221424 0.0849185
2 12 0.30303 0.221424 0.0849185
2 13 0.272727 0.221424 0.0849185
2 14 0.236364 0.221424 0.0849185
2 15 0.193939 0.221424 0.0849185
2 16 0.206061 0.221424 0.0849185
2 17 0.236364 0.221424 0.0849185
2 18 0.242424 0.221424 0.0849185
2 19 0.242424 0.221424 0.0849185
3 0 0.460606 0.221424 0.0849185
3 1 0.478788 0.221424 0.0849185
3 2 0.472727 0.221424 0.0849185
3 3 0.442424 0.221424 0.0849185
3 4 0.406061 0.221424 0.0849185
3 5 0.363636 0.221424 0.0849185
3 6 0.266667 0.221424 0.0849185
3 7 0.266667 0.221424 0.0849185
3 8 0.248485 0.221424 0.0849185
3 9 0.230303 0.221424 0.0849185
3 10 0.254545 0.221424 0.0849185
3 11 0.309091 0.221424 0.0849185
3 12 0.284848 0.221424 0.0849185
3 13 0.266667 0.221424 0.0849185
3 14 0.206061 0.221424 0.0849185
3 15 0.169697 0.221424 0.0849185
3 16 0.2 0.221424 0.0849185
3 17 0.230303 0.221424 0.0849185
3 18 0.254545 0.221424 0.0849185
3 19 0.236364 0.221424 0.0849185
4 0 0.387879 0.221424 0.0849185
4 1 0.418182 0.221424 0.0849185
4 2 0.424242 0.221424 0.0849185
4 3 0.363636 0.221424 0.0849185
4 4 0.381818 0.221424 0.0849185
4 5 0.309091 0.221424 0.0849185
4 6 0.266667 0.221424 0.0849185
4 7 0.266667 0.221424 0.0849185
4 8 0.242424 0.221424 0.0849185
4 9 0.193939 0.221424 0.0849185
4 10 0.212121 0.221424 0.0849185
4 11 0.284848 0.221424 0.0849185
4 12 0.284848 0.221424 0.0849185
4 13 0.218182 0.221424 0.0849185
4 14 0.187879 0.221424 0.0849185
4 15 0.163636 0.221424 0.0849185
4 16 0.187879 0.221424 0.0849185
4 17 0.236364 0.221424 0.0849185
4 18 0.248485 0.221424 0.0849185
4 19 0.248485 0.221424 0.0849185
5 0 0.309091 0.221424 0.0849185
5 1 0.278788 0.221424 0.0849185
5 2 0.309091 0.221424 0.0849185
5 3 0.327273 0.221424 0.0849185
5 4 0.29697 0.221424 0.0849185
5 5 0.218182 0.221424 0.0849185
5 6 0.224242 0.221424 0.0849185
5 7 0.236364 0.221424 0.0849185
5 8 0.169697 0.221424 0.0849185
5 9 0.169697 0.221424 0.0849185
5 10 0.2 0.221424 0.0849185
5 11 0.193939 0.221424 0.0849185
5 12 0.187879 0.221424 0.0849185
5 13 0.2 0.221424 0.0849185
5 14 0.145455 0.221424 0.0849185
5 15 0.115152 0.221424 0.0849185
5 16 0.157576 0.221424 0.0849185
5 17 0.175758 0.221424 0.0849185
5 18 0.212121 0.221424 0.0849185
5 19 0.212121 0.221424 0.0849185
6 0 0.230303 0.221424 0.0849185
6 1 0.242424 0.221424 0.0849185
6 2 0.248485 0.221424 0.0849185
6 3 0.230303 0.221424 0.0849185
6 4 0.260606 0.221424 0.0849185
6 5 0.2 0.221424 0.0849185
6 6 0.151515 0.221424 0.0849185
6 7 0.163636 0.221424 0.0849185
6 8 0.139394 0.221424 0.0849185
6 9 0.139394 0.221424 0.0849185
6 10 0.121212 0.221424 0.0849185
6 11 0.139394 0.221424 0.0849185
6 12 0.151515 0.221424 0.0849185
6 13 0.163636 0.221424 0.0849185
6 14 0.133333 0.221424 0.0849185
6 15 0.133333 0.221424 0.0849185
6 16 0.121212 0.221424 0.0849185
6 17 0.139394 0.221424 0.0849185
6 18 0.145455 0.221424 0.0849185
6 19 0.169697 0.221424 0.0849185
7 0 0.230303 0.221424 0.0849185
7 1 0.2 0.221424 0.0849185
7 2 0.218182 0.221424 0.0849185
7 3 0.224242 0.221424 0.0849185
7 4 0.224242 0.221424 0.0849185
7 5 0.181818 0.221424 0.0849185
7 6 0.157576 0.221424 0.0849185
7 7 0.181818 0.221424 0.0849185
7 8 0.133333 0.221424 0.0849185
7 9 0.115152 0.221424 0.0849185
7 10 0.115152 0.221424 0.0849185
7 11 0.151515 0.221424 0.0849185
7 12 0.139394 0.221424 0.0849185
7 13 0.127273 0.221424 0.0849185
7 14 0.115152 0.221424 0.0849185
7 15 0.10303 0.221424 0.0849185
7 16 0.121212 0.221424 0.0849185
7 17 0.151515 0.221424 0.0849185
7 18 0.169697 0.221424 0.0849185
7 19 0.206061 0.221424 0.0849185
8 0 0.139394 0.221424 0.0849185
8 1 0.115152 0.221424 0.0849185
8 2 0.187879 0.221424 0.0849185
8 3 0.2 0.221424 0.0849185
8 4 0.175758 0.221424 0.0849185
8 5 0.145455 0.221424 0.0849185
8 6 0.145455 0.221424 0.0849185
8 7 0.151515 0.221424 0.0849185
8 8 0.121212 0.221424 0.0849185
8 9 0.127273 0.221424 0.0849185
8 10 0.109091 0.221424 0.0849185
8 11 0.139394 0.221424 0.0849185
8 12 0.139394 0.221424 0.0849185
8 13 0.127273 0.221424 0.0849185
8 14 0.109091 0.221424 0.0849185
8 15 0.109091 0.221424 0.0849185
8 16 0.121212 0.221424 0.0849185
8 17 0.121212 0.221424 0.0849185
8 18 0.187879 0.221424 0.0849185
8 19 0.151515 0.221424 0.0849185
9 0 0.151515 0.221424 0.0849185
9 1 0.127273 0.221424 0.0849185
9 2 0.187879 0.221424 0.0849185
9 3 0.206061 0.221424 0.0849185
9 4 0.212121 0.221424 0.0849185
9 5 0.163636 0.221424 0.0849185
9 6 0.139394 0.221424 0.0849185
9 7 0.121212 0.221424 0.0849185
9 8 0.115152 0.221424 0.0849185
9 9 0.0969697 0.221424 0.0849185
9 10 0.0727273 0.221424 0.0849185
9 11 0.10303 0.221424 0.0849185
9 12 0.139394 0.221424 0.0849185
9 13 0.133333 0.221424 0.0849185
9 14 0.0969697 0.221424 0.0849185
9 15 0.10303 0.221424 0.0849185
9 16 0.127273 0.221424 0.0849185
9 17 0.133333 0.221424 0.0849185
9 18 0.175758 0.221424 0.0849185
9 19 0.139394 0.221424 0.0849185
10 0 0.175758 0.221424 0.0849185
10 1 0.163636 0.221424 0.0849185
10 2 0.254545 0.221424 0.0849185
10 3 0.224242 0.221424 0.0849185
10 4 0.2 0.221424 0.0849185
10 5 0.212121 0.221424 0.0849185
10 6 0.169697 0.221424 0.0849185
10 7 0.151515 0.221424 0.0849185
10 8 0.121212 0.221424 0.0849185
10 9 0.109091 0.221424 0.0849185
10 10 0.109091 0.221424 0.0849185
10 11 0.127273 0.221424 0.0849185
10 12 0.145455 0.221424 0.0849185
10 13 0.169697 0.221424 0.0849185
10 14 0.0969697 0.221424 0.0849185
10 15 0.127273 0.221424 0.0849185
10 16 0.145455 0.221424 0.0849185
10 17 0.169697 0.221424 0.0849185
10 18 0.181818 0.221424 0.0849185
10 19 0.151515 0.221424 0.0849185
11 0 0.224242 0.221424 0.0849185
11 1 0.248485 0.221424 0.0849185
11 2 0.290909 0.221424 0.0849185
11 3 0.284848 0.221424 0.0849185
11 4 0.266667 0.221424 0.0849185
11 5 0.2 0.221424 0.0849185
11 6 0.212121 0.221424 0.0849185
11 7 0.181818 0.221424 0.0849185
11 8 0.151515 0.221424 0.0849185
11 9 0.133333 0.221424 0.0849185
11 10 0.157576 0.221424 0.0849185
11 11 0.187879 0.221424 0.0849185
11 12 0.212121 0.221424 0.0849185
11 13 0.206061 0.221424 0.0849185
11 14 0.157576 0.221424 0.0849185
11 15 0.127273 0.221424 0.0849185
11 16 0.193939 0.221424 0.0849185
11 17 0.2 0.221424 0.0849185
11 18 0.212121 0.221424 0.0849185
11 19 0.175758 0.221424 0.0849185
12 0 0.266667 0.221424 0.0849185
12 1 0.272727 0.221424 0.0849185
12 2 0.290909 0.221424 0.0849185
12 3 0.272727 0.221424 0.0849185
12 4 0.29697 0.221424 0.0849185
12 5 0.236364 0.221424 0.0849185
12 6 0.230303 0.221424 0.0849185
12 7 0.206061 0.221424 0.0849185
12 8 0.151515 0.221424 0.0849185
12 9 0.145455 0.221424 0.0849185
12 10 0.169697 0.221424 0.0849185
12 11 0.206061 0.221424 0.0849185
12 12 0.230303 0.221424 0.0849185
12 13 0.230303 0.221424 0.0849185
12 14 0.2 0.221424 0.0849185
12 15 0.163636 0.221424 0.0849185
12 16 0.230303 0.221424 0.0849185
12 17 0.236364 0.221424 0.0849185
12 18 0.236364 0.221424 0.0849185
12 19 0.193939 0.221424 0.0849185
13 0 0.260606 0.221424 0.0849185
13 1 0.278788 0.221424 0.0849185
13 2 0.290909 0.221424 0.0849185
13 3 0.254545 0.221424 0.0849185
13 4 0.236364 0.221424 0.0849185
13 5 0.2 0.221424 0.0849185
13 6 0.206061 0.221424 0.0849185
13 7 0.181818 0.221424 0.0849185
13 8 0.163636 0.221424 0.0849185
13 9 0.151515 0.221424 0.0849185
13 10 0.145455 0.221424 0.0849185
13 11 0.206061 0.221424 0.0849185
13 12 0.212121 0.221424 0.0849185
13 13 0.2 0.221424 0.0849185
13 14 0.151515 0.221424 0.0849185
13 15 0.157576 0.221424 0.0849185
13 16 0.193939 0.221424 0.0849185
13 17 0.2 0.221424 0.0849185
13 18 0.212121 0.221424 0.0849185
13 19 0.206061 0.221424 0.0849185
14 0 0.242424 0.221424 0.0849185
14 1 0.242424 0.221424 0.0849185
14 2 0.266667 0.221424 0.0849185
14 3 0.260606 0.221424 0.0849185
14 4 0.212121 0.221424 0.0849185
14 5 0.193939 0.221424 0.0849185
14 6 0.157576 0.221424 0.0849185
14 7 0.157576 0.221424 0.0849185
14 8 0.145455 0.221424 0.0849185
14 9 0.109091 0.221424 0.0849185
14 10 0.115152 0.221424 0.0849185
14 11 0.163636 0.221424 0.0849185
14 12 0.218182 0.221424 0.0849185
14 13 0.218182 0.221424 0.0849185
14 14 0.127273 0.221424 0.0849185
14 15 0.157576 0.221424 0.0849185
14 16 0.175758 0.221424 0.0849185
14 17 0.163636 0.221424 0.0849185
14 18 0.187879 0.221424 0.0849185
14 19 0.169697 0.221424 0.0849185
15 0 0.224242 0.221424 0.0849185
15 1 0.266667 0.221424 0.0849185
15 2 0.254545 0.221424 0.0849185
15 3 0.266667 0.221424 0.0849185
15 4 0.206061 0.221424 0.0849185
15 5 0.157576 0.221424 0.0849185
15 6 0.133333 0.221424 0.0849185
15 7 0.157576 0.221424 0.0849185
15 8 0.133333 0.221424 0.0849185
15 9 0.115152 0.221424 0.0849185
15 10 0.121212 0.221424 0.0849185
15 11 0.157576 0.221424 0.0849185
15 12 0.206061 0.221424 0.0849185
15 13 0.181818 0.221424 0.0849185
15 14 0.151515 0.221424 0.0849185
15 15 0.145455 0.221424 0.0849185
15 16 0.151515 0.221424 0.0849185
15 17 0.163636 0.221424 0.0849185
15 18 0.163636 0.221424 0.0849185
15 19 0.163636 0.221424 0.0849185
16 0 0.248485 0.221424 0.0849185
16 1 0.266667 0.221424 0.0849185
16 2 0.272727 0.221424 0.0849185
16 3 0.248485 0.221424 0.0849185
16 4 0.224242 0.221424 0.0849185
16 5 0.175758 0.221424 0.0849185
16 6 0.145455 0.221424 0.0849185
16 7 0.145455 0.221424 0.0849185
16 8 0.133333 0.221424 0.0849185
16 9 0.127273 0.221424 0.0849185
16 10 0.121212 0.221424 0.0849185
16 11 0.175758 0.221424 0.0849185
16 12 0.187879 0.221424 0.0849185
16 13 0.218182 0.221424 0.0849185
16 14 0.151515 0.221424 0.0849185
16 15 0.145455 0.221424 0.0849185
16 16 0.157576 0.221424 0.0849185
16 17 0.157576 0.221424 0.0849185
16 18 0.2 0.221424 0.0849185
16 19 0.193939 0.221424 0.0849185
17 0 0.315152 0.221424 0.0849185
17 1 0.345455 0.221424 0.0849185
17 2 0.333333 0.221424 0.0849185
17 3 0.321212 0.221424 0.0849185
17 4 0.272727 0.221424 0.0849185
17 5 0.248485 0.221424 0.0849185
17 6 0.206061 0.221424 0.0849185
17 7 0.163636 0.221424 0.0849185
17 8 0.175758 0.221424 0.0849185
17 9 0.157576 0.221424 0.0849185
