# contact distance = 3
# r = [1.05793, 4.39619]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.0263158 0.279978 0.135462
0 1 0.0526316 0.279978 0.135462
0 2 0.0526316 0.279978 0.135462
0 3 0.0701754 0.279978 0.135462
0 4 0.0789474 0.279978 0.135462
0 5 0.114035 0.279978 0.135462
0 6 0.122807 0.279978 0.135462
0 7 0.114035 0.279978 0.135462
0 8 0.0877193 0.279978 0.135462
0 9 0.0789474 0.279978 0.135462
0 10 0.105263 0.279978 0.135462
0 11 0.122807 0.279978 0.135462
0 12 0.0964912 0.279978 0.135462
0 13 0.0701754 0.279978 0.135462
0 14 0.0964912 0.279978 0.135462
0 15 0.105263 0.279978 0.135462
0 16 0.114035 0.279978 0.135462
0 17 0.149123 0.279978 0.135462
0 18 0.114035 0.279978 0.135462
0 19 0.105263 0.279978 0.135462
1 0 0.0789474 0.279978 0.135462
1 1 0.0701754 0.279978 0.135462
1 2 0.114035 0.279978 0.135462
1 3 0.105263 0.279978 0.135462
1 4 0.0964912 0.279978 0.135462
1 5 0.105263 0.279978 0.135462
1 6 0.157895 0.279978 0.135462
1 7 0.140351 0.279978 0.135462
1 8 0.114035 0.279978 0.135462
1 9 0.114035 0.279978 0.135462
1 10 0.140351 0.279978 0.135462
1 11 0.175439 0.279978 0.135462
1 12 0.122807 0.279978 0.135462
1 13 0.0789474 0.279978 0.135462
1 14 0.0877193 0.279978 0.135462
1 15 0.0964912 0.279978 0.135462
1 16 0.114035 0.279978 0.135462
1 17 0.114035 0.279978 0.135462
1 18 0.105263 0.279978 0.135462
1 19 0.105263 0.279978 0.135462
2 0 0.0789474 0.279978 0.135462
2 1 0.0877193 0.279978 0.135462
2 2 0.0964912 0.279978 0.135462
2 3 0.105263 0.279978 0.135462
2 4 0.131579 0.279978 0.135462
2 5 0.149123 0.279978 0.135462
2 6 0.166667 0.279978 0.135462
2 7 0.166667 0.279978 0.135462
2 8 0.131579 0.279978 0.135462
2 9 0.122807 0.279978 0.135462
2 10 0.157895 0.279978 0.135462
2 11 0.192982 0.279978 0.135462
2 12 0.175439 0.279978 0.135462
2 13 0.122807 0.279978 0.135462
2 14 0.140351 0.279978 0.135462
2 15 0.122807 0.279978 0.135462
2 16 0.140351 0.279978 0.135462
2 17 0.122807 0.279978 0.135462
2 18 0.131579 0.279978 0.135462
2 19 0.140351 0.279978 0.135462
3 0 0.0877193 0.279978 0.135462
3 1 0.0964912 0.279978 0.135462
3 2 0.131579 0.279978 0.135462
3 3 0.175439 0.279978 0.135462
3 4 0.175439 0.279978 0.135462
