row, col, cumulative power
0, 0, 4.449669e-30
0, 1, 2.585305e+03
1, 1, 2.726678e+03
0, 2, 2.763070e+03
1, 2, 2.784379e+03
2, 2, 2.787904e+03
0, 3, 2.841176e+03
1, 3, 2.843658e+03
2, 3, 2.849170e+03
0, 4, 2.917053e+03
1, 4, 2.932693e+03
3, 3, 2.933514e+03
2, 4, 2.935188e+03
3, 4, 2.938211e+03
0, 5, 2.944469e+03
1, 5, 2.947185e+03
2, 5, 2.948264e+03
4, 4, 2.949768e+03
3, 5, 2.951494e+03
0, 6, 2.953822e+03
1, 6, 2.957277e+03
2, 6, 2.958196e+03
4, 5, 2.958633e+03
3, 6, 2.959169e+03
0, 7, 2.992972e+03
5, 5, 2.994856e+03
1, 7, 2.999646e+03
4, 6, 3.001677e+03
2, 7, 3.002291e+03
3, 7, 3.003326e+03
5, 6, 3.004128e+03
0, 8, 3.012111e+03
4, 7, 3.015295e+03
1, 8, 3.017373e+03
2, 8, 3.020276e+03
6, 6, 3.020931e+03
3, 8, 3.021162e+03
5, 7, 3.021460e+03
4, 8, 3.023252e+03
0, 9, 3.074269e+03
1, 9, 3.081974e+03
6, 7, 3.082750e+03
2, 9, 3.085076e+03
5, 8, 3.085658e+03
3, 9, 3.087412e+03
4, 9, 3.087500e+03
7, 7, 3.088401e+03
6, 8, 3.089289e+03
0, 10, 3.094189e+03
1, 10, 3.095488e+03
2, 10, 3.095828e+03
5, 9, 3.096668e+03
3, 10, 3.097025e+03
7, 8, 3.097492e+03
4, 10, 3.098732e+03
6, 9, 3.099536e+03
5, 10, 3.100530e+03
8, 8, 3.101538e+03
7, 9, 3.102421e+03
6, 10, 3.102660e+03
8, 9, 3.105973e+03
7, 10, 3.106021e+03
9, 9, 3.106527e+03
8, 10, 3.107072e+03
9, 10, 3.107580e+03
10, 10, 3.107798e+03
