row, col, cumulative power
0, 0, 1.972152e-29
0, 1, 1.069385e+03
1, 1, 1.148229e+03
0, 2, 1.183320e+03
1, 2, 1.194334e+03
2, 2, 1.194987e+03
0, 3, 1.371134e+03
1, 3, 1.401778e+03
2, 3, 1.404041e+03
0, 4, 1.518649e+03
1, 4, 1.526800e+03
3, 3, 1.527568e+03
2, 4, 1.529706e+03
3, 4, 1.530803e+03
0, 5, 1.536581e+03
1, 5, 1.537614e+03
2, 5, 1.538155e+03
4, 4, 1.538849e+03
3, 5, 1.539384e+03
0, 6, 1.557843e+03
1, 6, 1.563403e+03
2, 6, 1.563695e+03
4, 5, 1.564066e+03
3, 6, 1.564372e+03
0, 7, 1.572285e+03
5, 5, 1.572586e+03
1, 7, 1.573478e+03
4, 6, 1.573833e+03
2, 7, 1.573917e+03
3, 7, 1.574416e+03
5, 6, 1.575659e+03
0, 8, 1.585418e+03
4, 7, 1.585913e+03
1, 8, 1.587125e+03
2, 8, 1.587459e+03
6, 6, 1.587578e+03
3, 8, 1.587985e+03
5, 7, 1.588228e+03
4, 8, 1.588553e+03
0, 9, 1.597052e+03
1, 9, 1.599475e+03
6, 7, 1.599872e+03
2, 9, 1.600104e+03
5, 8, 1.600649e+03
3, 9, 1.600695e+03
4, 9, 1.600844e+03
7, 7, 1.601609e+03
6, 8, 1.601884e+03
0, 10, 1.607161e+03
1, 10, 1.607496e+03
2, 10, 1.607610e+03
5, 9, 1.608098e+03
3, 10, 1.608127e+03
7, 8, 1.608422e+03
4, 10, 1.608471e+03
6, 9, 1.608534e+03
5, 10, 1.608899e+03
8, 8, 1.609492e+03
7, 9, 1.609694e+03
6, 10, 1.609727e+03
8, 9, 1.609765e+03
7, 10, 1.610225e+03
9, 9, 1.610541e+03
8, 10, 1.610608e+03
9, 10, 1.610634e+03
10, 10, 1.610667e+03
