row, col, cumulative power
0, 0, 6.389773e-29
0, 1, 3.794804e+03
1, 1, 4.332346e+03
0, 2, 4.483311e+03
1, 2, 4.491763e+03
2, 2, 4.493152e+03
0, 3, 4.501276e+03
1, 3, 4.502823e+03
2, 3, 4.504230e+03
0, 4, 4.516097e+03
1, 4, 4.517415e+03
3, 3, 4.518086e+03
2, 4, 4.521885e+03
3, 4, 4.524747e+03
0, 5, 4.526182e+03
1, 5, 4.527096e+03
2, 5, 4.530014e+03
4, 4, 4.532888e+03
3, 5, 4.534854e+03
0, 6, 4.540854e+03
1, 6, 4.546499e+03
2, 6, 4.549077e+03
4, 5, 4.550095e+03
3, 6, 4.551792e+03
0, 7, 4.554537e+03
5, 5, 4.554865e+03
1, 7, 4.555453e+03
4, 6, 4.555866e+03
2, 7, 4.556297e+03
3, 7, 4.556684e+03
5, 6, 4.557565e+03
0, 8, 4.561108e+03
4, 7, 4.561807e+03
1, 8, 4.562379e+03
2, 8, 4.564477e+03
6, 6, 4.565909e+03
3, 8, 4.566478e+03
5, 7, 4.567601e+03
4, 8, 4.569249e+03
0, 9, 4.572746e+03
1, 9, 4.574732e+03
6, 7, 4.574921e+03
2, 9, 4.576076e+03
5, 8, 4.577316e+03
3, 9, 4.578172e+03
4, 9, 4.579874e+03
7, 7, 4.580076e+03
6, 8, 4.580391e+03
0, 10, 4.581313e+03
1, 10, 4.582043e+03
2, 10, 4.582100e+03
5, 9, 4.582612e+03
3, 10, 4.582829e+03
7, 8, 4.583205e+03
4, 10, 4.584031e+03
6, 9, 4.584615e+03
5, 10, 4.584858e+03
8, 8, 4.584977e+03
7, 9, 4.585187e+03
6, 10, 4.585512e+03
8, 9, 4.585633e+03
7, 10, 4.586058e+03
9, 9, 4.586956e+03
8, 10, 4.587208e+03
9, 10, 4.587727e+03
10, 10, 4.587756e+03
