row, col, cumulative power
0, 0, 4.146450e-29
0, 1, 2.118707e+03
1, 1, 2.252080e+03
0, 2, 2.628362e+03
1, 2, 2.726257e+03
2, 2, 2.734326e+03
0, 3, 2.955050e+03
1, 3, 2.987274e+03
2, 3, 2.992276e+03
0, 4, 3.027145e+03
1, 4, 3.039588e+03
3, 3, 3.040292e+03
2, 4, 3.043786e+03
3, 4, 3.044560e+03
0, 5, 3.109510e+03
1, 5, 3.125452e+03
2, 5, 3.130476e+03
4, 4, 3.132379e+03
3, 5, 3.135274e+03
0, 6, 3.150277e+03
1, 6, 3.158384e+03
2, 6, 3.162686e+03
4, 5, 3.163050e+03
3, 6, 3.164259e+03
0, 7, 3.210273e+03
5, 5, 3.213628e+03
1, 7, 3.224297e+03
4, 6, 3.224381e+03
2, 7, 3.228775e+03
3, 7, 3.229905e+03
5, 6, 3.230760e+03
0, 8, 3.238030e+03
4, 7, 3.238657e+03
1, 8, 3.240669e+03
2, 8, 3.241028e+03
6, 6, 3.241068e+03
3, 8, 3.241835e+03
5, 7, 3.241933e+03
4, 8, 3.243626e+03
0, 9, 3.269291e+03
1, 9, 3.270560e+03
6, 7, 3.271602e+03
2, 9, 3.277977e+03
5, 8, 3.278380e+03
3, 9, 3.279322e+03
4, 9, 3.279389e+03
7, 7, 3.280481e+03
6, 8, 3.280820e+03
0, 10, 3.289491e+03
1, 10, 3.290103e+03
2, 10, 3.290298e+03
5, 9, 3.294073e+03
3, 10, 3.294973e+03
7, 8, 3.295091e+03
4, 10, 3.295253e+03
6, 9, 3.295766e+03
5, 10, 3.295983e+03
8, 8, 3.296065e+03
7, 9, 3.298277e+03
6, 10, 3.298338e+03
8, 9, 3.298480e+03
7, 10, 3.299197e+03
9, 9, 3.300101e+03
8, 10, 3.300987e+03
9, 10, 3.301142e+03
10, 10, 3.301145e+03
