row, col, cumulative power
0, 0, 2.147674e-28
0, 1, 9.517012e+01
1, 1, 1.138644e+02
0, 2, 1.235144e+02
1, 2, 1.706831e+02
2, 2, 1.968289e+02
0, 3, 2.356889e+02
1, 3, 2.465412e+02
2, 3, 2.558587e+02
0, 4, 3.029795e+02
1, 4, 3.132818e+02
3, 3, 3.150200e+02
2, 4, 3.205277e+02
3, 4, 3.255672e+02
0, 5, 3.822564e+02
1, 5, 3.944849e+02
2, 5, 3.970160e+02
4, 4, 3.988428e+02
3, 5, 3.992029e+02
0, 6, 3.997881e+02
1, 6, 4.163354e+02
2, 6, 4.225185e+02
4, 5, 4.267633e+02
3, 6, 4.315692e+02
0, 7, 4.343045e+02
5, 5, 4.379825e+02
1, 7, 4.396230e+02
4, 6, 4.413526e+02
2, 7, 4.452597e+02
3, 7, 4.481929e+02
5, 6, 4.495654e+02
0, 8, 4.496743e+02
4, 7, 4.518089e+02
1, 8, 4.577818e+02
2, 8, 4.585125e+02
6, 6, 4.597319e+02
3, 8, 4.616132e+02
5, 7, 4.619087e+02
4, 8, 4.657143e+02
0, 9, 4.719758e+02
1, 9, 4.778701e+02
6, 7, 4.822180e+02
2, 9, 4.839576e+02
5, 8, 4.848433e+02
3, 9, 4.856226e+02
4, 9, 4.863552e+02
7, 7, 4.890558e+02
6, 8, 4.896933e+02
0, 10, 4.901468e+02
1, 10, 4.921638e+02
2, 10, 4.935046e+02
5, 9, 4.949425e+02
3, 10, 4.973593e+02
7, 8, 4.977311e+02
4, 10, 4.984320e+02
6, 9, 4.997439e+02
5, 10, 4.998255e+02
8, 8, 5.001007e+02
7, 9, 5.034975e+02
6, 10, 5.037140e+02
8, 9, 5.063322e+02
7, 10, 5.063441e+02
9, 9, 5.080250e+02
8, 10, 5.100253e+02
9, 10, 5.113143e+02
10, 10, 5.139355e+02
