row, col, cumulative power
0, 0, 3.155444e-30
0, 1, 6.437842e+02
1, 1, 6.848610e+02
0, 2, 1.857773e+03
1, 2, 1.990352e+03
2, 2, 2.041254e+03
0, 3, 2.658102e+03
1, 3, 2.720251e+03
2, 3, 2.766046e+03
0, 4, 2.964778e+03
1, 4, 2.987038e+03
3, 3, 2.992269e+03
2, 4, 3.008927e+03
3, 4, 3.011505e+03
0, 5, 3.025946e+03
1, 5, 3.034013e+03
2, 5, 3.037806e+03
4, 4, 3.042647e+03
3, 5, 3.045073e+03
0, 6, 3.072919e+03
1, 6, 3.074795e+03
2, 6, 3.079890e+03
4, 5, 3.081908e+03
3, 6, 3.086248e+03
0, 7, 3.123916e+03
5, 5, 3.125857e+03
1, 7, 3.128883e+03
4, 6, 3.130526e+03
2, 7, 3.133981e+03
3, 7, 3.134494e+03
5, 6, 3.135894e+03
0, 8, 3.155681e+03
4, 7, 3.159132e+03
1, 8, 3.161519e+03
2, 8, 3.164078e+03
6, 6, 3.167847e+03
3, 8, 3.170981e+03
5, 7, 3.173246e+03
4, 8, 3.173670e+03
0, 9, 3.188474e+03
1, 9, 3.193722e+03
6, 7, 3.194855e+03
2, 9, 3.200497e+03
5, 8, 3.201952e+03
3, 9, 3.202256e+03
4, 9, 3.206495e+03
7, 7, 3.206897e+03
6, 8, 3.208160e+03
0, 10, 3.216160e+03
1, 10, 3.218073e+03
2, 10, 3.218659e+03
5, 9, 3.218799e+03
3, 10, 3.219223e+03
7, 8, 3.219919e+03
4, 10, 3.220592e+03
6, 9, 3.222725e+03
5, 10, 3.222808e+03
8, 8, 3.223843e+03
7, 9, 3.224221e+03
6, 10, 3.224377e+03
8, 9, 3.225358e+03
7, 10, 3.226455e+03
9, 9, 3.226507e+03
8, 10, 3.226825e+03
9, 10, 3.227311e+03
10, 10, 3.227637e+03
