# contact distance = 2.5
# r = [1.44347, 4.99489]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.0828729 0.144268 0.0819516
0 1 0.0828729 0.144268 0.0819516
0 2 0.0828729 0.144268 0.0819516
0 3 0.0828729 0.144268 0.0819516
0 4 0.0828729 0.144268 0.0819516
0 5 0.0718232 0.144268 0.0819516
0 6 0.0773481 0.144268 0.0819516
0 7 0.0662983 0.144268 0.0819516
0 8 0.0883978 0.144268 0.0819516
0 9 0.0773481 0.144268 0.0819516
0 10 0.110497 0.144268 0.0819516
0 11 0.104972 0.144268 0.0819516
0 12 0.0994475 0.144268 0.0819516
0 13 0.0718232 0.144268 0.0819516
0 14 0.0662983 0.144268 0.0819516
0 15 0.0883978 0.144268 0.0819516
0 16 0.110497 0.144268 0.0819516
0 17 0.171271 0.144268 0.0819516
0 18 0.176796 0.144268 0.0819516
0 19 0.154696 0.144268 0.0819516
1 0 0.0828729 0.144268 0.0819516
1 1 0.0883978 0.144268 0.0819516
1 2 0.110497 0.144268 0.0819516
1 3 0.0994475 0.144268 0.0819516
1 4 0.0828729 0.144268 0.0819516
1 5 0.0773481 0.144268 0.0819516
1 6 0.0883978 0.144268 0.0819516
1 7 0.0773481 0.144268 0.0819516
1 8 0.0828729 0.144268 0.0819516
1 9 0.0828729 0.144268 0.0819516
1 10 0.0883978 0.144268 0.0819516
1 11 0.116022 0.144268 0.0819516
1 12 0.104972 0.144268 0.0819516
1 13 0.104972 0.144268 0.0819516
1 14 0.0607735 0.144268 0.0819516
1 15 0.0773481 0.144268 0.0819516
1 16 0.104972 0.144268 0.0819516
1 17 0.165746 0.144268 0.0819516
1 18 0.149171 0.144268 0.0819516
1 19 0.149171 0.144268 0.0819516
2 0 0.110497 0.144268 0.0819516
2 1 0.116022 0.144268 0.0819516
2 2 0.121547 0.144268 0.0819516
2 3 0.0939227 0.144268 0.0819516
2 4 0.0828729 0.144268 0.0819516
2 5 0.104972 0.144268 0.0819516
2 6 0.0773481 0.144268 0.0819516
2 7 0.0828729 0.144268 0.0819516
2 8 0.0883978 0.144268 0.0819516
2 9 0.0939227 0.144268 0.0819516
2 10 0.104972 0.144268 0.0819516
2 11 0.121547 0.144268 0.0819516
2 12 0.127072 0.144268 0.0819516
2 13 0.138122 0.144268 0.0819516
2 14 0.104972 0.144268 0.0819516
2 15 0.127072 0.144268 0.0819516
2 16 0.154696 0.144268 0.0819516
2 17 0.19337 0.144268 0.0819516
2 18 0.176796 0.144268 0.0819516
2 19 0.176796 0.144268 0.0819516
3 0 0.110497 0.144268 0.0819516
3 1 0.116022 0.144268 0.0819516
3 2 0.121547 0.144268 0.0819516
3 3 0.127072 0.144268 0.0819516
3 4 0.0994475 0.144268 0.0819516
3 5 0.0883978 0.144268 0.0819516
