# contact distance = 3
# r = [0.571116, 4.82834]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.166667 0.264254 0.0544209
0 1 0.192982 0.264254 0.0544209
0 2 0.201754 0.264254 0.0544209
0 3 0.201754 0.264254 0.0544209
0 4 0.236842 0.264254 0.0544209
0 5 0.184211 0.264254 0.0544209
0 6 0.175439 0.264254 0.0544209
0 7 0.166667 0.264254 0.0544209
0 8 0.157895 0.264254 0.0544209
0 9 0.210526 0.264254 0.0544209
0 10 0.201754 0.264254 0.0544209
0 11 0.254386 0.264254 0.0544209
0 12 0.22807 0.264254 0.0544209
0 13 0.184211 0.264254 0.0544209
0 14 0.22807 0.264254 0.0544209
0 15 0.210526 0.264254 0.0544209
0 16 0.184211 0.264254 0.0544209
0 17 0.210526 0.264254 0.0544209
0 18 0.219298 0.264254 0.0544209
0 19 0.192982 0.264254 0.0544209
1 0 0.175439 0.264254 0.0544209
1 1 0.201754 0.264254 0.0544209
1 2 0.236842 0.264254 0.0544209
1 3 0.22807 0.264254 0.0544209
1 4 0.263158 0.264254 0.0544209
1 5 0.201754 0.264254 0.0544209
1 6 0.210526 0.264254 0.0544209
1 7 0.192982 0.264254 0.0544209
1 8 0.192982 0.264254 0.0544209
1 9 0.210526 0.264254 0.0544209
1 10 0.254386 0.264254 0.0544209
1 11 0.280702 0.264254 0.0544209
1 12 0.254386 0.264254 0.0544209
1 13 0.254386 0.264254 0.0544209
1 14 0.289474 0.264254 0.0544209
1 15 0.254386 0.264254 0.0544209
1 16 0.245614 0.264254 0.0544209
1 17 0.27193 0.264254 0.0544209
1 18 0.201754 0.264254 0.0544209
1 19 0.175439 0.264254 0.0544209
2 0 0.184211 0.264254 0.0544209
2 1 0.219298 0.264254 0.0544209
2 2 0.254386 0.264254 0.0544209
2 3 0.245614 0.264254 0.0544209
2 4 0.263158 0.264254 0.0544209
2 5 0.219298 0.264254 0.0544209
2 6 0.22807 0.264254 0.0544209
2 7 0.236842 0.264254 0.0544209
2 8 0.22807 0.264254 0.0544209
2 9 0.254386 0.264254 0.0544209
2 10 0.263158 0.264254 0.0544209
2 11 0.307018 0.264254 0.0544209
2 12 0.324561 0.264254 0.0544209
2 13 0.245614 0.264254 0.0544209
2 14 0.307018 0.264254 0.0544209
2 15 0.27193 0.264254 0.0544209
2 16 0.307018 0.264254 0.0544209
2 17 0.280702 0.264254 0.0544209
2 18 0.236842 0.264254 0.0544209
2 19 0.192982 0.264254 0.0544209
3 0 0.192982 0.264254 0.0544209
3 1 0.245614 0.264254 0.0544209
3 2 0.298246 0.264254 0.0544209
3 3 0.27193 0.264254 0.0544209
3 4 0.280702 0.264254 0.0544209
3 5 0.254386 0.264254 0.0544209
3 6 0.245614 0.264254 0.0544209
3 7 0.22807 0.264254 0.0544209
3 8 0.289474 0.264254 0.0544209
3 9 0.307018 0.264254 0.0544209
3 10 0.307018 0.264254 0.0544209
3 11 0.289474 0.264254 0.0544209
3 12 0.324561 0.264254 0.0544209
3 13 0.368421 0.264254 0.0544209
3 14 0.359649 0.264254 0.0544209
3 15 0.280702 0.264254 0.0544209
3 16 0.289474 0.264254 0.0544209
3 17 0.27193 0.264254 0.0544209
3 18 0.254386 0.264254 0.0544209
3 19 0.201754 0.264254 0.0544209
4 0 0.245614 0.264254 0.0544209
4 1 0.263158 0.264254 0.0544209
4 2 0.263158 0.264254 0.0544209
4 3 0.280702 0.264254 0.0544209
4 4 0.315789 0.264254 0.0544209
4 5 0.307018 0.264254 0.0544209
4 6 0.307018 0.264254 0.0544209
4 7 0.289474 0.264254 0.0544209
4 8 0.289474 0.264254 0.0544209
4 9 0.307018 0.264254 0.0544209
4 10 0.342105 0.264254 0.0544209
4 11 0.368421 0.264254 0.0544209
4 12 0.350877 0.264254 0.0544209
4 13 0.333333 0.264254 0.0544209
4 14 0.333333 0.264254 0.0544209
4 15 0.307018 0.264254 0.0544209
4 16 0.324561 0.264254 0.0544209
4 17 0.27193 0.264254 0.0544209
4 18 0.22807 0.264254 0.0544209
4 19 0.210526 0.264254 0.0544209
5 0 0.219298 0.264254 0.0544209
5 1 0.280702 0.264254 0.0544209
5 2 0.289474 0.264254 0.0544209
5 3 0.263158 0.264254 0.0544209
5 4 0.298246 0.264254 0.0544209
5 5 0.324561 0.264254 0.0544209
5 6 0.298246 0.264254 0.0544209
