# contact distance = 3
# r = [0.225853, 3.56744]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.119048 0.360417 0.197667
0 1 0.130952 0.360417 0.197667
0 2 0.0952381 0.360417 0.197667
0 3 0.107143 0.360417 0.197667
0 4 0.0952381 0.360417 0.197667
0 5 0.107143 0.360417 0.197667
0 6 0.0952381 0.360417 0.197667
0 7 0.0833333 0.360417 0.197667
0 8 0.119048 0.360417 0.197667
0 9 0.142857 0.360417 0.197667
0 10 0.178571 0.360417 0.197667
0 11 0.166667 0.360417 0.197667
0 12 0.178571 0.360417 0.197667
0 13 0.154762 0.360417 0.197667
0 14 0.130952 0.360417 0.197667
0 15 0.130952 0.360417 0.197667
0 16 0.142857 0.360417 0.197667
0 17 0.119048 0.360417 0.197667
0 18 0.119048 0.360417 0.197667
0 19 0.0952381 0.360417 0.197667
1 0 0.0714286 0.360417 0.197667
1 1 0.0833333 0.360417 0.197667
1 2 0.0952381 0.360417 0.197667
1 3 0.130952 0.360417 0.197667
1 4 0.119048 0.360417 0.197667
1 5 0.166667 0.360417 0.197667
1 6 0.154762 0.360417 0.197667
1 7 0.119048 0.360417 0.197667
1 8 0.0952381 0.360417 0.197667
1 9 0.142857 0.360417 0.197667
1 10 0.178571 0.360417 0.197667
1 11 0.178571 0.360417 0.197667
1 12 0.178571 0.360417 0.197667
1 13 0.154762 0.360417 0.197667
1 14 0.178571 0.360417 0.197667
1 15 0.178571 0.360417 0.197667
1 16 0.178571 0.360417 0.197667
1 17 0.119048 0.360417 0.197667
1 18 0.130952 0.360417 0.197667
1 19 0.130952 0.360417 0.197667
2 0 0.0714286 0.360417 0.197667
2 1 0.107143 0.360417 0.197667
2 2 0.119048 0.360417 0.197667
2 3 0.142857 0.360417 0.197667
2 4 0.130952 0.360417 0.197667
2 5 0.119048 0.360417 0.197667
2 6 0.107143 0.360417 0.197667
2 7 0.130952 0.360417 0.197667
2 8 0.0952381 0.360417 0.197667
2 9 0.154762 0.360417 0.197667
2 10 0.178571 0.360417 0.197667
2 11 0.178571 0.360417 0.197667
2 12 0.25 0.360417 0.197667
2 13 0.190476 0.360417 0.197667
2 14 0.214286 0.360417 0.197667
2 15 0.214286 0.360417 0.197667
2 16 0.214286 0.360417 0.197667
2 17 0.107143 0.360417 0.197667
2 18 0.119048 0.360417 0.197667
2 19 0.119048 0.360417 0.197667
3 0 0.119048 0.360417 0.197667
3 1 0.154762 0.360417 0.197667
3 2 0.119048 0.360417 0.197667
3 3 0.190476 0.360417 0.197667
3 4 0.214286 0.360417 0.197667
3 5 0.27381 0.360417 0.197667
3 6 0.214286 0.360417 0.197667
3 7 0.22619 0.360417 0.197667
3 8 0.214286 0.360417 0.197667
3 9 0.261905 0.360417 0.197667
3 10 0.261905 0.360417 0.197667
3 11 0.27381 0.360417 0.197667
3 12 0.345238 0.360417 0.197667
3 13 0.25 0.360417 0.197667
3 14 0.297619 0.360417 0.197667
3 15 0.345238 0.360417 0.197667
3 16 0.238095 0.360417 0.197667
3 17 0.166667 0.360417 0.197667
3 18 0.166667 0.360417 0.197667
3 19 0.166667 0.360417 0.197667
4 0 0.142857 0.360417 0.197667
4 1 0.154762 0.360417 0.197667
4 2 0.142857 0.360417 0.197667
4 3 0.178571 0.360417 0.197667
4 4 0.261905 0.360417 0.197667
4 5 0.297619 0.360417 0.197667
4 6 0.404762 0.360417 0.197667
4 7 0.345238 0.360417 0.197667
4 8 0.309524 0.360417 0.197667
4 9 0.345238 0.360417 0.197667
4 10 0.369048 0.360417 0.197667
4 11 0.428571 0.360417 0.197667
4 12 0.440476 0.360417 0.197667
4 13 0.369048 0.360417 0.197667
4 14 0.488095 0.360417 0.197667
4 15 0.535714 0.360417 0.197667
4 16 0.428571 0.360417 0.197667
4 17 0.22619 0.360417 0.197667
4 18 0.190476 0.360417 0.197667
4 19 0.166667 0.360417 0.197667
5 0 0.142857 0.360417 0.197667
5 1 0.178571 0.360417 0.197667
5 2 0.190476 0.360417 0.197667
5 3 0.214286 0.360417 0.197667
5 4 0.309524 0.360417 0.197667
5 5 0.452381 0.360417 0.197667
5 6 0.5 0.360417 0.197667
5 7 0.52381 0.360417 0.197667
5 8 0.428571 0.360417 0.197667
5 9 0.428571 0.360417 0.197667
5 10 0.52381 0.360417 0.197667
5 11 0.547619 0.360417 0.197667
5 12 0.583333 0.360417 0.197667
5 13 0.52381 0.360417 0.197667
5 14 0.666667 0.360417 0.197667
5 15 0.702381 0.360417 0.197667
5 16 0.607143 0.360417 0.197667
5 17 0.452381 0.360417 0.197667
5 18 0.333333 0.360417 0.197667
5 19 0.22619 0.360417 0.197667
6 0 0.178571 0.360417 0.197667
