# contact distance = 3
# r = [1.01205, 4.80006]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.318966 0.263125 0.182059
0 1 0.336207 0.263125 0.182059
0 2 0.37931 0.263125 0.182059
0 3 0.396552 0.263125 0.182059
0 4 0.327586 0.263125 0.182059
0 5 0.405172 0.263125 0.182059
0 6 0.448276 0.263125 0.182059
0 7 0.491379 0.263125 0.182059
0 8 0.491379 0.263125 0.182059
0 9 0.405172 0.263125 0.182059
0 10 0.362069 0.263125 0.182059
0 11 0.275862 0.263125 0.182059
0 12 0.301724 0.263125 0.182059
0 13 0.215517 0.263125 0.182059
0 14 0.189655 0.263125 0.182059
0 15 0.12069 0.263125 0.182059
0 16 0.103448 0.263125 0.182059
0 17 0.0862069 0.263125 0.182059
0 18 0.0775862 0.263125 0.182059
0 19 0.103448 0.263125 0.182059
1 0 0.327586 0.263125 0.182059
1 1 0.318966 0.263125 0.182059
1 2 0.37069 0.263125 0.182059
1 3 0.387931 0.263125 0.182059
1 4 0.327586 0.263125 0.182059
1 5 0.422414 0.263125 0.182059
1 6 0.508621 0.263125 0.182059
1 7 0.456897 0.263125 0.182059
1 8 0.456897 0.263125 0.182059
1 9 0.362069 0.263125 0.182059
1 10 0.344828 0.263125 0.182059
1 11 0.301724 0.263125 0.182059
1 12 0.293103 0.263125 0.182059
1 13 0.232759 0.263125 0.182059
1 14 0.146552 0.263125 0.182059
1 15 0.0689655 0.263125 0.182059
1 16 0.0603448 0.263125 0.182059
1 17 0.0948276 0.263125 0.182059
1 18 0.112069 0.263125 0.182059
1 19 0.137931 0.263125 0.182059
2 0 0.422414 0.263125 0.182059
2 1 0.387931 0.263125 0.182059
2 2 0.405172 0.263125 0.182059
2 3 0.413793 0.263125 0.182059
2 4 0.422414 0.263125 0.182059
2 5 0.525862 0.263125 0.182059
2 6 0.594828 0.263125 0.182059
2 7 0.525862 0.263125 0.182059
2 8 0.517241 0.263125 0.182059
2 9 0.431034 0.263125 0.182059
2 10 0.448276 0.263125 0.182059
