# contact distance = 3
# r = [1.03257, 4.06273]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.126582 0.311582 0.143913
0 1 0.113924 0.311582 0.143913
0 2 0.126582 0.311582 0.143913
0 3 0.151899 0.311582 0.143913
0 4 0.227848 0.311582 0.143913
0 5 0.151899 0.311582 0.143913
0 6 0.139241 0.311582 0.143913
0 7 0.151899 0.311582 0.143913
0 8 0.164557 0.311582 0.143913
0 9 0.151899 0.311582 0.143913
0 10 0.139241 0.311582 0.143913
0 11 0.139241 0.311582 0.143913
0 12 0.151899 0.311582 0.143913
0 13 0.0759494 0.311582 0.143913
0 14 0.113924 0.311582 0.143913
0 15 0.0886076 0.311582 0.143913
0 16 0.101266 0.311582 0.143913
0 17 0.0886076 0.311582 0.143913
0 18 0.0886076 0.311582 0.143913
0 19 0.0886076 0.311582 0.143913
1 0 0.139241 0.311582 0.143913
1 1 0.0886076 0.311582 0.143913
1 2 0.139241 0.311582 0.143913
1 3 0.189873 0.311582 0.143913
1 4 0.253165 0.311582 0.143913
1 5 0.202532 0.311582 0.143913
1 6 0.189873 0.311582 0.143913
1 7 0.253165 0.311582 0.143913
1 8 0.291139 0.311582 0.143913
1 9 0.240506 0.311582 0.143913
1 10 0.202532 0.311582 0.143913
1 11 0.164557 0.311582 0.143913
1 12 0.126582 0.311582 0.143913
1 13 0.113924 0.311582 0.143913
1 14 0.0886076 0.311582 0.143913
1 15 0.126582 0.311582 0.143913
1 16 0.126582 0.311582 0.143913
1 17 0.113924 0.311582 0.143913
1 18 0.113924 0.311582 0.143913
1 19 0.151899 0.311582 0.143913
2 0 0.164557 0.311582 0.143913
2 1 0.21519 0.311582 0.143913
2 2 0.253165 0.311582 0.143913
2 3 0.329114 0.311582 0.143913
2 4 0.367089 0.311582 0.143913
2 5 0.329114 0.311582 0.143913
2 6 0.405063 0.311582 0.143913
2 7 0.43038 0.311582 0.143913
2 8 0.392405 0.311582 0.143913
2 9 0.341772 0.311582 0.143913
2 10 0.329114 0.311582 0.143913
2 11 0.189873 0.311582 0.143913
2 12 0.139241 0.311582 0.143913
2 13 0.113924 0.311582 0.143913
2 14 0.101266 0.311582 0.143913
2 15 0.0886076 0.311582 0.143913
2 16 0.126582 0.311582 0.143913
2 17 0.139241 0.311582 0.143913
2 18 0.164557 0.311582 0.143913
2 19 0.21519 0.311582 0.143913
3 0 0.177215 0.311582 0.143913
3 1 0.21519 0.311582 0.143913
3 2 0.303797 0.311582 0.143913
3 3 0.417722 0.311582 0.143913
3 4 0.531646 0.311582 0.143913
3 5 0.468354 0.311582 0.143913
3 6 0.506329 0.311582 0.143913
3 7 0.531646 0.311582 0.143913
3 8 0.493671 0.311582 0.143913
3 9 0.481013 0.311582 0.143913
3 10 0.443038 0.311582 0.143913
3 11 0.303797 0.311582 0.143913
3 12 0.278481 0.311582 0.143913
3 13 0.240506 0.311582 0.143913
3 14 0.202532 0.311582 0.143913
3 15 0.177215 0.311582 0.143913
3 16 0.240506 0.311582 0.143913
3 17 0.278481 0.311582 0.143913
3 18 0.329114 0.311582 0.143913
3 19 0.316456 0.311582 0.143913
4 0 0.164557 0.311582 0.143913
4 1 0.240506 0.311582 0.143913
4 2 0.392405 0.311582 0.143913
4 3 0.481013 0.311582 0.143913
4 4 0.531646 0.311582 0.143913
4 5 0.531646 0.311582 0.143913
4 6 0.632911 0.311582 0.143913
4 7 0.607595 0.311582 0.143913
4 8 0.594937 0.311582 0.143913
4 9 0.56962 0.311582 0.143913
4 10 0.544304 0.311582 0.143913
4 11 0.417722 0.311582 0.143913
4 12 0.35443 0.311582 0.143913
4 13 0.278481 0.311582 0.143913
4 14 0.278481 0.311582 0.143913
4 15 0.240506 0.311582 0.143913
4 16 0.35443 0.311582 0.143913
4 17 0.35443 0.311582 0.143913
