# contact distance = 3
# r = [1.00419, 4.78129]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.103448 0.286379 0.0590308
0 1 0.186207 0.286379 0.0590308
0 2 0.186207 0.286379 0.0590308
0 3 0.227586 0.286379 0.0590308
0 4 0.2 0.286379 0.0590308
0 5 0.234483 0.286379 0.0590308
0 6 0.213793 0.286379 0.0590308
0 7 0.241379 0.286379 0.0590308
0 8 0.206897 0.286379 0.0590308
0 9 0.213793 0.286379 0.0590308
0 10 0.193103 0.286379 0.0590308
0 11 0.165517 0.286379 0.0590308
0 12 0.131034 0.286379 0.0590308
0 13 0.2 0.286379 0.0590308
0 14 0.158621 0.286379 0.0590308
0 15 0.151724 0.286379 0.0590308
0 16 0.124138 0.286379 0.0590308
0 17 0.144828 0.286379 0.0590308
0 18 0.17931 0.286379 0.0590308
0 19 0.144828 0.286379 0.0590308
1 0 0.151724 0.286379 0.0590308
1 1 0.2 0.286379 0.0590308
1 2 0.206897 0.286379 0.0590308
1 3 0.241379 0.286379 0.0590308
1 4 0.234483 0.286379 0.0590308
1 5 0.241379 0.286379 0.0590308
1 6 0.213793 0.286379 0.0590308
1 7 0.275862 0.286379 0.0590308
1 8 0.255172 0.286379 0.0590308
1 9 0.234483 0.286379 0.0590308
1 10 0.227586 0.286379 0.0590308
1 11 0.193103 0.286379 0.0590308
1 12 0.2 0.286379 0.0590308
1 13 0.227586 0.286379 0.0590308
1 14 0.234483 0.286379 0.0590308
1 15 0.186207 0.286379 0.0590308
1 16 0.213793 0.286379 0.0590308
1 17 0.22069 0.286379 0.0590308
1 18 0.193103 0.286379 0.0590308
1 19 0.165517 0.286379 0.0590308
2 0 0.158621 0.286379 0.0590308
2 1 0.2 0.286379 0.0590308
2 2 0.186207 0.286379 0.0590308
2 3 0.268966 0.286379 0.0590308
2 4 0.282759 0.286379 0.0590308
2 5 0.296552 0.286379 0.0590308
2 6 0.275862 0.286379 0.0590308
2 7 0.282759 0.286379 0.0590308
2 8 0.255172 0.286379 0.0590308
2 9 0.317241 0.286379 0.0590308
2 10 0.241379 0.286379 0.0590308
2 11 0.248276 0.286379 0.0590308
2 12 0.227586 0.286379 0.0590308
2 13 0.248276 0.286379 0.0590308
2 14 0.227586 0.286379 0.0590308
2 15 0.22069 0.286379 0.0590308
2 16 0.213793 0.286379 0.0590308
2 17 0.255172 0.286379 0.0590308
2 18 0.227586 0.286379 0.0590308
2 19 0.22069 0.286379 0.0590308
3 0 0.17931 0.286379 0.0590308
3 1 0.193103 0.286379 0.0590308
