# contact distance = 3
# r = [1.59714, 4.12112]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.145161 0.301976 0.15
0 1 0.193548 0.301976 0.15
0 2 0.274194 0.301976 0.15
0 3 0.274194 0.301976 0.15
0 4 0.16129 0.301976 0.15
0 5 0.0806452 0.301976 0.15
0 6 0.112903 0.301976 0.15
0 7 0.16129 0.301976 0.15
0 8 0.177419 0.301976 0.15
0 9 0.193548 0.301976 0.15
0 10 0.209677 0.301976 0.15
0 11 0.225806 0.301976 0.15
0 12 0.177419 0.301976 0.15
0 13 0.193548 0.301976 0.15
0 14 0.193548 0.301976 0.15
0 15 0.209677 0.301976 0.15
0 16 0.258065 0.301976 0.15
0 17 0.322581 0.301976 0.15
0 18 0.241935 0.301976 0.15
0 19 0.225806 0.301976 0.15
1 0 0.177419 0.301976 0.15
1 1 0.225806 0.301976 0.15
1 2 0.258065 0.301976 0.15
1 3 0.274194 0.301976 0.15
1 4 0.290323 0.301976 0.15
1 5 0.0806452 0.301976 0.15
1 6 0.0967742 0.301976 0.15
1 7 0.209677 0.301976 0.15
1 8 0.193548 0.301976 0.15
1 9 0.209677 0.301976 0.15
1 10 0.258065 0.301976 0.15
1 11 0.193548 0.301976 0.15
1 12 0.209677 0.301976 0.15
1 13 0.241935 0.301976 0.15
1 14 0.258065 0.301976 0.15
1 15 0.241935 0.301976 0.15
1 16 0.258065 0.301976 0.15
1 17 0.322581 0.301976 0.15
1 18 0.33871 0.301976 0.15
1 19 0.322581 0.301976 0.15
2 0 0.225806 0.301976 0.15
2 1 0.241935 0.301976 0.15
2 2 0.33871 0.301976 0.15
2 3 0.403226 0.301976 0.15
2 4 0.322581 0.301976 0.15
2 5 0.290323 0.301976 0.15
2 6 0.225806 0.301976 0.15
2 7 0.274194 0.301976 0.15
2 8 0.258065 0.301976 0.15
2 9 0.274194 0.301976 0.15
2 10 0.290323 0.301976 0.15
2 11 0.258065 0.301976 0.15
2 12 0.322581 0.301976 0.15
2 13 0.370968 0.301976 0.15
2 14 0.354839 0.301976 0.15
2 15 0.322581 0.301976 0.15
2 16 0.403226 0.301976 0.15
2 17 0.483871 0.301976 0.15
2 18 0.483871 0.301976 0.15
2 19 0.451613 0.301976 0.15
3 0 0.225806 0.301976 0.15
3 1 0.290323 0.301976 0.15
3 2 0.387097 0.301976 0.15
3 3 0.435484 0.301976 0.15
3 4 0.419355 0.301976 0.15
3 5 0.370968 0.301976 0.15
3 6 0.306452 0.301976 0.15
3 7 0.387097 0.301976 0.15
3 8 0.290323 0.301976 0.15
3 9 0.258065 0.301976 0.15
3 10 0.354839 0.301976 0.15
3 11 0.370968 0.301976 0.15
3 12 0.322581 0.301976 0.15
3 13 0.435484 0.301976 0.15
3 14 0.33871 0.301976 0.15
3 15 0.387097 0.301976 0.15
3 16 0.451613 0.301976 0.15
3 17 0.483871 0.301976 0.15
3 18 0.483871 0.301976 0.15
3 19 0.467742 0.301976 0.15
4 0 0.258065 0.301976 0.15
