# contact distance = 3
# r = [1.04414, 3.38851]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.318841 0.371014 0.142317
0 1 0.376812 0.371014 0.142317
0 2 0.362319 0.371014 0.142317
0 3 0.333333 0.371014 0.142317
0 4 0.347826 0.371014 0.142317
0 5 0.376812 0.371014 0.142317
0 6 0.42029 0.371014 0.142317
0 7 0.507246 0.371014 0.142317
0 8 0.521739 0.371014 0.142317
0 9 0.550725 0.371014 0.142317
0 10 0.492754 0.371014 0.142317
0 11 0.492754 0.371014 0.142317
0 12 0.42029 0.371014 0.142317
0 13 0.42029 0.371014 0.142317
0 14 0.376812 0.371014 0.142317
0 15 0.42029 0.371014 0.142317
0 16 0.318841 0.371014 0.142317
0 17 0.231884 0.371014 0.142317
0 18 0.188406 0.371014 0.142317
0 19 0.130435 0.371014 0.142317
1 0 0.347826 0.371014 0.142317
1 1 0.318841 0.371014 0.142317
1 2 0.362319 0.371014 0.142317
1 3 0.289855 0.371014 0.142317
1 4 0.333333 0.371014 0.142317
1 5 0.333333 0.371014 0.142317
1 6 0.405797 0.371014 0.142317
1 7 0.449275 0.371014 0.142317
1 8 0.536232 0.371014 0.142317
1 9 0.521739 0.371014 0.142317
1 10 0.478261 0.371014 0.142317
1 11 0.463768 0.371014 0.142317
1 12 0.362319 0.371014 0.142317
1 13 0.42029 0.371014 0.142317
1 14 0.42029 0.371014 0.142317
1 15 0.405797 0.371014 0.142317
1 16 0.289855 0.371014 0.142317
1 17 0.275362 0.371014 0.142317
1 18 0.231884 0.371014 0.142317
1 19 0.173913 0.371014 0.142317
2 0 0.391304 0.371014 0.142317
2 1 0.362319 0.371014 0.142317
2 2 0.333333 0.371014 0.142317
2 3 0.318841 0.371014 0.142317
2 4 0.362319 0.371014 0.142317
2 5 0.333333 0.371014 0.142317
2 6 0.405797 0.371014 0.142317
2 7 0.507246 0.371014 0.142317
2 8 0.492754 0.371014 0.142317
2 9 0.550725 0.371014 0.142317
2 10 0.492754 0.371014 0.142317
2 11 0.405797 0.371014 0.142317
2 12 0.362319 0.371014 0.142317
2 13 0.333333 0.371014 0.142317
2 14 0.333333 0.371014 0.142317
2 15 0.333333 0.371014 0.142317
2 16 0.26087 0.371014 0.142317
2 17 0.231884 0.371014 0.142317
2 18 0.173913 0.371014 0.142317
2 19 0.173913 0.371014 0.142317
3 0 0.333333 0.371014 0.142317
3 1 0.289855 0.371014 0.142317
3 2 0.304348 0.371014 0.142317
3 3 0.231884 0.371014 0.142317
3 4 0.26087 0.371014 0.142317
3 5 0.26087 0.371014 0.142317
3 6 0.333333 0.371014 0.142317
3 7 0.449275 0.371014 0.142317
3 8 0.478261 0.371014 0.142317
3 9 0.449275 0.371014 0.142317
3 10 0.492754 0.371014 0.142317
3 11 0.376812 0.371014 0.142317
3 12 0.289855 0.371014 0.142317
