# contact distance = 3.5
# r = [1.12691, 3.58902]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.804878 0.503963 0.146166
0 1 0.780488 0.503963 0.146166
0 2 0.756098 0.503963 0.146166
0 3 0.658537 0.503963 0.146166
0 4 0.560976 0.503963 0.146166
0 5 0.634146 0.503963 0.146166
0 6 0.634146 0.503963 0.146166
0 7 0.682927 0.503963 0.146166
0 8 0.658537 0.503963 0.146166
0 9 0.682927 0.503963 0.146166
0 10 0.756098 0.503963 0.146166
0 11 0.707317 0.503963 0.146166
0 12 0.707317 0.503963 0.146166
0 13 0.658537 0.503963 0.146166
0 14 0.536585 0.503963 0.146166
0 15 0.536585 0.503963 0.146166
0 16 0.536585 0.503963 0.146166
0 17 0.512195 0.503963 0.146166
0 18 0.487805 0.503963 0.146166
0 19 0.536585 0.503963 0.146166
1 0 0.780488 0.503963 0.146166
1 1 0.804878 0.503963 0.146166
1 2 0.780488 0.503963 0.146166
1 3 0.731707 0.503963 0.146166
1 4 0.609756 0.503963 0.146166
1 5 0.536585 0.503963 0.146166
1 6 0.560976 0.503963 0.146166
1 7 0.609756 0.503963 0.146166
1 8 0.682927 0.503963 0.146166
1 9 0.707317 0.503963 0.146166
1 10 0.756098 0.503963 0.146166
1 11 0.731707 0.503963 0.146166
1 12 0.731707 0.503963 0.146166
1 13 0.682927 0.503963 0.146166
1 14 0.536585 0.503963 0.146166
1 15 0.536585 0.503963 0.146166
1 16 0.487805 0.503963 0.146166
1 17 0.512195 0.503963 0.146166
1 18 0.487805 0.503963 0.146166
1 19 0.414634 0.503963 0.146166
2 0 0.829268 0.503963 0.146166
2 1 0.804878 0.503963 0.146166
2 2 0.804878 0.503963 0.146166
2 3 0.756098 0.503963 0.146166
2 4 0.609756 0.503963 0.146166
2 5 0.536585 0.503963 0.146166
2 6 0.487805 0.503963 0.146166
2 7 0.634146 0.503963 0.146166
2 8 0.634146 0.503963 0.146166
2 9 0.731707 0.503963 0.146166
2 10 0.707317 0.503963 0.146166
2 11 0.731707 0.503963 0.146166
2 12 0.707317 0.503963 0.146166
2 13 0.634146 0.503963 0.146166
2 14 0.536585 0.503963 0.146166
2 15 0.585366 0.503963 0.146166
2 16 0.463415 0.503963 0.146166
2 17 0.536585 0.503963 0.146166
2 18 0.512195 0.503963 0.146166
2 19 0.487805 0.503963 0.146166
3 0 0.731707 0.503963 0.146166
3 1 0.756098 0.503963 0.146166
3 2 0.731707 0.503963 0.146166
3 3 0.658537 0.503963 0.146166
3 4 0.536585 0.503963 0.146166
3 5 0.463415 0.503963 0.146166
3 6 0.463415 0.503963 0.146166
3 7 0.585366 0.503963 0.146166
3 8 0.609756 0.503963 0.146166
3 9 0.658537 0.503963 0.146166
3 10 0.731707 0.503963 0.146166
3 11 0.682927 0.503963 0.146166
3 12 0.634146 0.503963 0.146166
3 13 0.658537 0.503963 0.146166
3 14 0.512195 0.503963 0.146166
3 15 0.463415 0.503963 0.146166
3 16 0.536585 0.503963 0.146166
3 17 0.414634 0.503963 0.146166
3 18 0.463415 0.503963 0.146166
3 19 0.439024 0.503963 0.146166
4 0 0.682927 0.503963 0.146166
4 1 0.682927 0.503963 0.146166
4 2 0.658537 0.503963 0.146166
4 3 0.585366 0.503963 0.146166
4 4 0.365854 0.503963 0.146166
4 5 0.414634 0.503963 0.146166
4 6 0.365854 0.503963 0.146166
4 7 0.439024 0.503963 0.146166
4 8 0.512195 0.503963 0.146166
4 9 0.536585 0.503963 0.146166
4 10 0.536585 0.503963 0.146166
4 11 0.536585 0.503963 0.146166
4 12 0.487805 0.503963 0.146166
4 13 0.487805 0.503963 0.146166
4 14 0.268293 0.503963 0.146166
4 15 0.268293 0.503963 0.146166
4 16 0.292683 0.503963 0.146166
4 17 0.365854 0.503963 0.146166
4 18 0.317073 0.503963 0.146166
4 19 0.341463 0.503963 0.146166
5 0 0.536585 0.503963 0.146166
5 1 0.585366 0.503963 0.146166
5 2 0.512195 0.503963 0.146166
5 3 0.414634 0.503963 0.146166
5 4 0.341463 0.503963 0.146166
5 5 0.219512 0.503963 0.146166
5 6 0.268293 0.503963 0.146166
5 7 0.414634 0.503963 0.146166
5 8 0.439024 0.503963 0.146166
5 9 0.463415 0.503963 0.146166
5 10 0.414634 0.503963 0.146166
5 11 0.390244 0.503963 0.146166
5 12 0.390244 0.503963 0.146166
5 13 0.365854 0.503963 0.146166
5 14 0.219512 0.503963 0.146166
5 15 0.219512 0.503963 0.146166
5 16 0.195122 0.503963 0.146166
5 17 0.219512 0.503963 0.146166
5 18 0.292683 0.503963 0.146166
5 19 0.243902 0.503963 0.146166
6 0 0.487805 0.503963 0.146166
6 1 0.585366 0.503963 0.146166
6 2 0.487805 0.503963 0.146166
6 3 0.390244 0.503963 0.146166
6 4 0.341463 0.503963 0.146166
6 5 0.219512 0.503963 0.146166
6 6 0.268293 0.503963 0.146166
6 7 0.390244 0.503963 0.146166
6 8 0.341463 0.503963 0.146166
6 9 0.414634 0.503963 0.146166
