# contact distance = 3.5
# r = [1.24049, 3.22554]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.133333 0.516556 0.204166
0 1 0.155556 0.516556 0.204166
0 2 0.2 0.516556 0.204166
0 3 0.244444 0.516556 0.204166
0 4 0.311111 0.516556 0.204166
0 5 0.311111 0.516556 0.204166
0 6 0.355556 0.516556 0.204166
0 7 0.466667 0.516556 0.204166
0 8 0.4 0.516556 0.204166
0 9 0.244444 0.516556 0.204166
0 10 0.222222 0.516556 0.204166
0 11 0.155556 0.516556 0.204166
0 12 0.222222 0.516556 0.204166
0 13 0.155556 0.516556 0.204166
0 14 0.111111 0.516556 0.204166
0 15 0.177778 0.516556 0.204166
0 16 0.2 0.516556 0.204166
0 17 0.2 0.516556 0.204166
0 18 0.222222 0.516556 0.204166
0 19 0.2 0.516556 0.204166
1 0 0.111111 0.516556 0.204166
1 1 0.177778 0.516556 0.204166
1 2 0.244444 0.516556 0.204166
1 3 0.311111 0.516556 0.204166
1 4 0.333333 0.516556 0.204166
1 5 0.333333 0.516556 0.204166
1 6 0.377778 0.516556 0.204166
1 7 0.466667 0.516556 0.204166
1 8 0.488889 0.516556 0.204166
1 9 0.355556 0.516556 0.204166
1 10 0.266667 0.516556 0.204166
1 11 0.244444 0.516556 0.204166
1 12 0.266667 0.516556 0.204166
1 13 0.244444 0.516556 0.204166
1 14 0.133333 0.516556 0.204166
1 15 0.133333 0.516556 0.204166
1 16 0.266667 0.516556 0.204166
1 17 0.244444 0.516556 0.204166
1 18 0.311111 0.516556 0.204166
1 19 0.288889 0.516556 0.204166
2 0 0.111111 0.516556 0.204166
2 1 0.222222 0.516556 0.204166
2 2 0.333333 0.516556 0.204166
2 3 0.422222 0.516556 0.204166
2 4 0.533333 0.516556 0.204166
2 5 0.511111 0.516556 0.204166
2 6 0.666667 0.516556 0.204166
2 7 0.711111 0.516556 0.204166
2 8 0.711111 0.516556 0.204166
2 9 0.622222 0.516556 0.204166
2 10 0.622222 0.516556 0.204166
2 11 0.4 0.516556 0.204166
2 12 0.355556 0.516556 0.204166
2 13 0.311111 0.516556 0.204166
2 14 0.288889 0.516556 0.204166
2 15 0.2 0.516556 0.204166
2 16 0.288889 0.516556 0.204166
2 17 0.422222 0.516556 0.204166
2 18 0.488889 0.516556 0.204166
2 19 0.444444 0.516556 0.204166
3 0 0.177778 0.516556 0.204166
3 1 0.288889 0.516556 0.204166
3 2 0.555556 0.516556 0.204166
3 3 0.666667 0.516556 0.204166
3 4 0.688889 0.516556 0.204166
3 5 0.733333 0.516556 0.204166
3 6 0.8 0.516556 0.204166
3 7 0.822222 0.516556 0.204166
3 8 0.8 0.516556 0.204166
3 9 0.688889 0.516556 0.204166
3 10 0.688889 0.516556 0.204166
3 11 0.577778 0.516556 0.204166
3 12 0.511111 0.516556 0.204166
3 13 0.466667 0.516556 0.204166
3 14 0.4 0.516556 0.204166
3 15 0.377778 0.516556 0.204166
3 16 0.511111 0.516556 0.204166
3 17 0.577778 0.516556 0.204166
3 18 0.577778 0.516556 0.204166
3 19 0.533333 0.516556 0.204166
4 0 0.311111 0.516556 0.204166
4 1 0.444444 0.516556 0.204166
4 2 0.533333 0.516556 0.204166
4 3 0.733333 0.516556 0.204166
4 4 0.755556 0.516556 0.204166
4 5 0.777778 0.516556 0.204166
4 6 0.866667 0.516556 0.204166
4 7 0.888889 0.516556 0.204166
4 8 0.844444 0.516556 0.204166
4 9 0.733333 0.516556 0.204166
4 10 0.711111 0.516556 0.204166
4 11 0.622222 0.516556 0.204166
4 12 0.577778 0.516556 0.204166
4 13 0.511111 0.516556 0.204166
4 14 0.377778 0.516556 0.204166
4 15 0.444444 0.516556 0.204166
4 16 0.622222 0.516556 0.204166
4 17 0.577778 0.516556 0.204166
4 18 0.622222 0.516556 0.204166
4 19 0.555556 0.516556 0.204166
5 0 0.222222 0.516556 0.204166
5 1 0.333333 0.516556 0.204166
5 2 0.555556 0.516556 0.204166
5 3 0.733333 0.516556 0.204166
5 4 0.8 0.516556 0.204166
5 5 0.822222 0.516556 0.204166
5 6 0.888889 0.516556 0.204166
5 7 0.911111 0.516556 0.204166
5 8 0.911111 0.516556 0.204166
5 9 0.733333 0.516556 0.204166
5 10 0.644444 0.516556 0.204166
5 11 0.577778 0.516556 0.204166
5 12 0.511111 0.516556 0.204166
5 13 0.466667 0.516556 0.204166
5 14 0.377778 0.516556 0.204166
5 15 0.377778 0.516556 0.204166
5 16 0.622222 0.516556 0.204166
5 17 0.688889 0.516556 0.204166
5 18 0.711111 0.516556 0.204166
5 19 0.533333 0.516556 0.204166
6 0 0.2 0.516556 0.204166
6 1 0.377778 0.516556 0.204166
6 2 0.711111 0.516556 0.204166
6 3 0.822222 0.516556 0.204166
6 4 0.866667 0.516556 0.204166
6 5 0.888889 0.516556 0.204166
6 6 0.933333 0.516556 0.204166
6 7 0.911111 0.516556 0.204166
6 8 0.911111 0.516556 0.204166
6 9 0.888889 0.516556 0.204166
6 10 0.8 0.516556 0.204166
6 11 0.666667 0.516556 0.204166
6 12 0.555556 0.516556 0.204166
6 13 0.533333 0.516556 0.204166
6 14 0.511111 0.516556 0.204166
6 15 0.488889 0.516556 0.204166
6 16 0.644444 0.516556 0.204166
6 17 0.711111 0.516556 0.204166
6 18 0.688889 0.516556 0.204166
6 19 0.577778 0.516556 0.204166
7 0 0.355556 0.516556 0.204166
7 1 0.533333 0.516556 0.204166
7 2 0.733333 0.516556 0.204166
7 3 0.822222 0.516556 0.204166
7 4 0.866667 0.516556 0.204166
7 5 0.866667 0.516556 0.204166
7 6 0.933333 0.516556 0.204166
7 7 0.933333 0.516556 0.204166
7 8 0.911111 0.516556 0.204166
7 9 0.866667 0.516556 0.204166
7 10 0.777778 0.516556 0.204166
7 11 0.622222 0.516556 0.204166
7 12 0.6 0.516556 0.204166
7 13 0.511111 0.516556 0.204166
7 14 0.511111 0.516556 0.204166
7 15 0.511111 0.516556 0.204166
7 16 0.666667 0.516556 0.204166
7 17 0.622222 0.516556 0.204166
7 18 0.688889 0.516556 0.204166
7 19 0.577778 0.516556 0.204166
8 0 0.222222 0.516556 0.204166
8 1 0.444444 0.516556 0.204166
8 2 0.644444 0.516556 0.204166
8 3 0.866667 0.516556 0.204166
8 4 0.888889 0.516556 0.204166
8 5 0.911111 0.516556 0.204166
8 6 0.933333 0.516556 0.204166
8 7 0.933333 0.516556 0.204166
8 8 0.911111 0.516556 0.204166
8 9 0.844444 0.516556 0.204166
8 10 0.822222 0.516556 0.204166
8 11 0.644444 0.516556 0.204166
8 12 0.577778 0.516556 0.204166
8 13 0.511111 0.516556 0.204166
8 14 0.511111 0.516556 0.204166
8 15 0.577778 0.516556 0.204166
8 16 0.6 0.516556 0.204166
8 17 0.644444 0.516556 0.204166
8 18 0.666667 0.516556 0.204166
8 19 0.666667 0.516556 0.204166
9 0 0.177778 0.516556 0.204166
9 1 0.266667 0.516556 0.204166
9 2 0.422222 0.516556 0.204166
9 3 0.666667 0.516556 0.204166
9 4 0.777778 0.516556 0.204166
9 5 0.8 0.516556 0.204166
9 6 0.822222 0.516556 0.204166
9 7 0.866667 0.516556 0.204166
9 8 0.822222 0.516556 0.204166
9 9 0.755556 0.516556 0.204166
9 10 0.666667 0.516556 0.204166
9 11 0.488889 0.516556 0.204166
9 12 0.4 0.516556 0.204166
9 13 0.355556 0.516556 0.204166
9 14 0.333333 0.516556 0.204166
9 15 0.377778 0.516556 0.204166
9 16 0.555556 0.516556 0.204166
9 17 0.422222 0.516556 0.204166
9 18 0.511111 0.516556 0.204166
9 19 0.511111 0.516556 0.204166
10 0 0.288889 0.516556 0.204166
10 1 0.355556 0.516556 0.204166
10 2 0.577778 0.516556 0.204166
10 3 0.666667 0.516556 0.204166
10 4 0.844444 0.516556 0.204166
10 5 0.822222 0.516556 0.204166
10 6 0.844444 0.516556 0.204166
10 7 0.888889 0.516556 0.204166
10 8 0.844444 0.516556 0.204166
10 9 0.666667 0.516556 0.204166
10 10 0.666667 0.516556 0.204166
10 11 0.533333 0.516556 0.204166
10 12 0.488889 0.516556 0.204166
10 13 0.4 0.516556 0.204166
10 14 0.377778 0.516556 0.204166
10 15 0.377778 0.516556 0.204166
10 16 0.488889 0.516556 0.204166
10 17 0.444444 0.516556 0.204166
10 18 0.488889 0.516556 0.204166
10 19 0.6 0.516556 0.204166
11 0 0.222222 0.516556 0.204166
11 1 0.311111 0.516556 0.204166
11 2 0.466667 0.516556 0.204166
11 3 0.577778 0.516556 0.204166
11 4 0.711111 0.516556 0.204166
11 5 0.622222 0.516556 0.204166
