# contact distance = 3.5
# r = [1.00563, 3.27365]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.392857 0.572946 0.154382
0 1 0.428571 0.572946 0.154382
0 2 0.428571 0.572946 0.154382
0 3 0.464286 0.572946 0.154382
0 4 0.571429 0.572946 0.154382
0 5 0.535714 0.572946 0.154382
0 6 0.571429 0.572946 0.154382
0 7 0.428571 0.572946 0.154382
0 8 0.428571 0.572946 0.154382
0 9 0.428571 0.572946 0.154382
0 10 0.25 0.572946 0.154382
0 11 0.25 0.572946 0.154382
0 12 0.142857 0.572946 0.154382
0 13 0.214286 0.572946 0.154382
0 14 0.25 0.572946 0.154382
0 15 0.321429 0.572946 0.154382
0 16 0.357143 0.572946 0.154382
0 17 0.321429 0.572946 0.154382
0 18 0.285714 0.572946 0.154382
0 19 0.25 0.572946 0.154382
1 0 0.392857 0.572946 0.154382
1 1 0.535714 0.572946 0.154382
1 2 0.428571 0.572946 0.154382
1 3 0.535714 0.572946 0.154382
1 4 0.642857 0.572946 0.154382
1 5 0.571429 0.572946 0.154382
1 6 0.5 0.572946 0.154382
1 7 0.392857 0.572946 0.154382
1 8 0.464286 0.572946 0.154382
1 9 0.535714 0.572946 0.154382
1 10 0.357143 0.572946 0.154382
1 11 0.357143 0.572946 0.154382
1 12 0.357143 0.572946 0.154382
1 13 0.321429 0.572946 0.154382
1 14 0.357143 0.572946 0.154382
1 15 0.392857 0.572946 0.154382
1 16 0.464286 0.572946 0.154382
1 17 0.464286 0.572946 0.154382
1 18 0.321429 0.572946 0.154382
1 19 0.285714 0.572946 0.154382
2 0 0.392857 0.572946 0.154382
2 1 0.428571 0.572946 0.154382
2 2 0.464286 0.572946 0.154382
2 3 0.535714 0.572946 0.154382
2 4 0.678571 0.572946 0.154382
2 5 0.5 0.572946 0.154382
2 6 0.571429 0.572946 0.154382
2 7 0.428571 0.572946 0.154382
2 8 0.464286 0.572946 0.154382
2 9 0.428571 0.572946 0.154382
2 10 0.428571 0.572946 0.154382
2 11 0.357143 0.572946 0.154382
2 12 0.321429 0.572946 0.154382
2 13 0.321429 0.572946 0.154382
2 14 0.428571 0.572946 0.154382
2 15 0.428571 0.572946 0.154382
2 16 0.5 0.572946 0.154382
2 17 0.535714 0.572946 0.154382
2 18 0.357143 0.572946 0.154382
2 19 0.285714 0.572946 0.154382
3 0 0.357143 0.572946 0.154382
3 1 0.428571 0.572946 0.154382
3 2 0.535714 0.572946 0.154382
3 3 0.642857 0.572946 0.154382
3 4 0.714286 0.572946 0.154382
3 5 0.785714 0.572946 0.154382
3 6 0.678571 0.572946 0.154382
3 7 0.571429 0.572946 0.154382
3 8 0.607143 0.572946 0.154382
3 9 0.5 0.572946 0.154382
3 10 0.5 0.572946 0.154382
3 11 0.392857 0.572946 0.154382
3 12 0.428571 0.572946 0.154382
3 13 0.428571 0.572946 0.154382
3 14 0.5 0.572946 0.154382
3 15 0.607143 0.572946 0.154382
3 16 0.642857 0.572946 0.154382
3 17 0.642857 0.572946 0.154382
3 18 0.571429 0.572946 0.154382
3 19 0.392857 0.572946 0.154382
4 0 0.464286 0.572946 0.154382
4 1 0.464286 0.572946 0.154382
4 2 0.535714 0.572946 0.154382
4 3 0.714286 0.572946 0.154382
4 4 0.75 0.572946 0.154382
4 5 0.75 0.572946 0.154382
4 6 0.75 0.572946 0.154382
4 7 0.642857 0.572946 0.154382
4 8 0.678571 0.572946 0.154382
4 9 0.642857 0.572946 0.154382
4 10 0.535714 0.572946 0.154382
4 11 0.535714 0.572946 0.154382
4 12 0.428571 0.572946 0.154382
4 13 0.392857 0.572946 0.154382
4 14 0.5 0.572946 0.154382
4 15 0.642857 0.572946 0.154382
4 16 0.678571 0.572946 0.154382
4 17 0.642857 0.572946 0.154382
4 18 0.642857 0.572946 0.154382
4 19 0.535714 0.572946 0.154382
5 0 0.535714 0.572946 0.154382
5 1 0.607143 0.572946 0.154382
5 2 0.678571 0.572946 0.154382
5 3 0.785714 0.572946 0.154382
5 4 0.857143 0.572946 0.154382
5 5 0.785714 0.572946 0.154382
5 6 0.75 0.572946 0.154382
5 7 0.714286 0.572946 0.154382
5 8 0.714286 0.572946 0.154382
5 9 0.678571 0.572946 0.154382
5 10 0.607143 0.572946 0.154382
5 11 0.5 0.572946 0.154382
5 12 0.428571 0.572946 0.154382
5 13 0.357143 0.572946 0.154382
5 14 0.571429 0.572946 0.154382
5 15 0.714286 0.572946 0.154382
5 16 0.642857 0.572946 0.154382
5 17 0.678571 0.572946 0.154382
5 18 0.678571 0.572946 0.154382
5 19 0.464286 0.572946 0.154382
6 0 0.464286 0.572946 0.154382
6 1 0.607143 0.572946 0.154382
6 2 0.714286 0.572946 0.154382
6 3 0.75 0.572946 0.154382
6 4 0.857143 0.572946 0.154382
6 5 0.857143 0.572946 0.154382
6 6 0.75 0.572946 0.154382
6 7 0.642857 0.572946 0.154382
6 8 0.678571 0.572946 0.154382
6 9 0.714286 0.572946 0.154382
6 10 0.642857 0.572946 0.154382
6 11 0.5 0.572946 0.154382
6 12 0.392857 0.572946 0.154382
6 13 0.357143 0.572946 0.154382
6 14 0.571429 0.572946 0.154382
6 15 0.714286 0.572946 0.154382
6 16 0.678571 0.572946 0.154382
6 17 0.714286 0.572946 0.154382
6 18 0.607143 0.572946 0.154382
6 19 0.428571 0.572946 0.154382
7 0 0.5 0.572946 0.154382
7 1 0.5 0.572946 0.154382
7 2 0.535714 0.572946 0.154382
7 3 0.714286 0.572946 0.154382
7 4 0.857143 0.572946 0.154382
7 5 0.821429 0.572946 0.154382
7 6 0.785714 0.572946 0.154382
7 7 0.714286 0.572946 0.154382
7 8 0.714286 0.572946 0.154382
7 9 0.714286 0.572946 0.154382
7 10 0.642857 0.572946 0.154382
7 11 0.392857 0.572946 0.154382
7 12 0.357143 0.572946 0.154382
7 13 0.392857 0.572946 0.154382
7 14 0.428571 0.572946 0.154382
7 15 0.642857 0.572946 0.154382
7 16 0.714286 0.572946 0.154382
7 17 0.714286 0.572946 0.154382
7 18 0.535714 0.572946 0.154382
7 19 0.428571 0.572946 0.154382
8 0 0.5 0.572946 0.154382
8 1 0.607143 0.572946 0.154382
8 2 0.714286 0.572946 0.154382
8 3 0.857143 0.572946 0.154382
8 4 0.857143 0.572946 0.154382
8 5 0.892857 0.572946 0.154382
8 6 0.785714 0.572946 0.154382
8 7 0.714286 0.572946 0.154382
8 8 0.714286 0.572946 0.154382
8 9 0.821429 0.572946 0.154382
8 10 0.714286 0.572946 0.154382
8 11 0.464286 0.572946 0.154382
8 12 0.464286 0.572946 0.154382
8 13 0.464286 0.572946 0.154382
8 14 0.571429 0.572946 0.154382
8 15 0.785714 0.572946 0.154382
8 16 0.678571 0.572946 0.154382
8 17 0.607143 0.572946 0.154382
