# contact distance = 3.5
# r = [1.07216, 4.84022]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.583333 0.37737 0.166597
0 1 0.604167 0.37737 0.166597
0 2 0.604167 0.37737 0.166597
0 3 0.5625 0.37737 0.166597
0 4 0.541667 0.37737 0.166597
0 5 0.59375 0.37737 0.166597
0 6 0.5625 0.37737 0.166597
0 7 0.59375 0.37737 0.166597
0 8 0.53125 0.37737 0.166597
0 9 0.489583 0.37737 0.166597
0 10 0.53125 0.37737 0.166597
0 11 0.5 0.37737 0.166597
0 12 0.447917 0.37737 0.166597
0 13 0.40625 0.37737 0.166597
0 14 0.34375 0.37737 0.166597
0 15 0.302083 0.37737 0.166597
0 16 0.291667 0.37737 0.166597
0 17 0.239583 0.37737 0.166597
0 18 0.197917 0.37737 0.166597
0 19 0.166667 0.37737 0.166597
1 0 0.53125 0.37737 0.166597
1 1 0.604167 0.37737 0.166597
1 2 0.635417 0.37737 0.166597
1 3 0.59375 0.37737 0.166597
1 4 0.5625 0.37737 0.166597
1 5 0.552083 0.37737 0.166597
1 6 0.666667 0.37737 0.166597
1 7 0.625 0.37737 0.166597
1 8 0.572917 0.37737 0.166597
1 9 0.583333 0.37737 0.166597
1 10 0.583333 0.37737 0.166597
1 11 0.541667 0.37737 0.166597
1 12 0.458333 0.37737 0.166597
1 13 0.385417 0.37737 0.166597
1 14 0.322917 0.37737 0.166597
1 15 0.291667 0.37737 0.166597
1 16 0.3125 0.37737 0.166597
1 17 0.239583 0.37737 0.166597
1 18 0.21875 0.37737 0.166597
1 19 0.208333 0.37737 0.166597
2 0 0.552083 0.37737 0.166597
2 1 0.604167 0.37737 0.166597
2 2 0.65625 0.37737 0.166597
2 3 0.65625 0.37737 0.166597
2 4 0.541667 0.37737 0.166597
2 5 0.520833 0.37737 0.166597
2 6 0.583333 0.37737 0.166597
2 7 0.635417 0.37737 0.166597
2 8 0.59375 0.37737 0.166597
2 9 0.635417 0.37737 0.166597
2 10 0.614583 0.37737 0.166597
2 11 0.552083 0.37737 0.166597
2 12 0.5 0.37737 0.166597
2 13 0.447917 0.37737 0.166597
2 14 0.333333 0.37737 0.166597
2 15 0.270833 0.37737 0.166597
2 16 0.260417 0.37737 0.166597
2 17 0.25 0.37737 0.166597
2 18 0.208333 0.37737 0.166597
2 19 0.229167 0.37737 0.166597
3 0 0.5625 0.37737 0.166597
3 1 0.59375 0.37737 0.166597
3 2 0.614583 0.37737 0.166597
3 3 0.625 0.37737 0.166597
3 4 0.552083 0.37737 0.166597
3 5 0.510417 0.37737 0.166597
3 6 0.572917 0.37737 0.166597
