# contact distance = 3.5
# r = [1.44347, 4.99489]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.220994 0.351464 0.113989
0 1 0.209945 0.351464 0.113989
0 2 0.226519 0.351464 0.113989
0 3 0.209945 0.351464 0.113989
0 4 0.19337 0.351464 0.113989
0 5 0.20442 0.351464 0.113989
0 6 0.220994 0.351464 0.113989
0 7 0.237569 0.351464 0.113989
0 8 0.226519 0.351464 0.113989
0 9 0.248619 0.351464 0.113989
0 10 0.259669 0.351464 0.113989
0 11 0.287293 0.351464 0.113989
0 12 0.292818 0.351464 0.113989
0 13 0.287293 0.351464 0.113989
0 14 0.270718 0.351464 0.113989
0 15 0.265193 0.351464 0.113989
0 16 0.303867 0.351464 0.113989
0 17 0.298343 0.351464 0.113989
0 18 0.303867 0.351464 0.113989
0 19 0.303867 0.351464 0.113989
1 0 0.220994 0.351464 0.113989
1 1 0.237569 0.351464 0.113989
1 2 0.248619 0.351464 0.113989
1 3 0.226519 0.351464 0.113989
1 4 0.209945 0.351464 0.113989
1 5 0.220994 0.351464 0.113989
1 6 0.237569 0.351464 0.113989
1 7 0.237569 0.351464 0.113989
1 8 0.243094 0.351464 0.113989
1 9 0.226519 0.351464 0.113989
1 10 0.232044 0.351464 0.113989
1 11 0.254144 0.351464 0.113989
1 12 0.276243 0.351464 0.113989
1 13 0.303867 0.351464 0.113989
1 14 0.259669 0.351464 0.113989
1 15 0.276243 0.351464 0.113989
1 16 0.303867 0.351464 0.113989
1 17 0.348066 0.351464 0.113989
1 18 0.309392 0.351464 0.113989
1 19 0.309392 0.351464 0.113989
2 0 0.232044 0.351464 0.113989
2 1 0.243094 0.351464 0.113989
2 2 0.265193 0.351464 0.113989
2 3 0.259669 0.351464 0.113989
2 4 0.237569 0.351464 0.113989
2 5 0.237569 0.351464 0.113989
2 6 0.248619 0.351464 0.113989
2 7 0.265193 0.351464 0.113989
2 8 0.276243 0.351464 0.113989
2 9 0.270718 0.351464 0.113989
2 10 0.292818 0.351464 0.113989
2 11 0.314917 0.351464 0.113989
2 12 0.370166 0.351464 0.113989
2 13 0.337017 0.351464 0.113989
2 14 0.298343 0.351464 0.113989
2 15 0.331492 0.351464 0.113989
2 16 0.364641 0.351464 0.113989
2 17 0.381215 0.351464 0.113989
2 18 0.359116 0.351464 0.113989
2 19 0.320442 0.351464 0.113989
3 0 0.232044 0.351464 0.113989
3 1 0.237569 0.351464 0.113989
3 2 0.248619 0.351464 0.113989
