# contact distance = 3.5
# r = [1.63709, 4.98307]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.61039 0.306494 0.151292
0 1 0.636364 0.306494 0.151292
0 2 0.675325 0.306494 0.151292
0 3 0.662338 0.306494 0.151292
0 4 0.597403 0.306494 0.151292
0 5 0.584416 0.306494 0.151292
0 6 0.662338 0.306494 0.151292
0 7 0.636364 0.306494 0.151292
0 8 0.558442 0.306494 0.151292
0 9 0.480519 0.306494 0.151292
0 10 0.441558 0.306494 0.151292
0 11 0.38961 0.306494 0.151292
0 12 0.350649 0.306494 0.151292
0 13 0.324675 0.306494 0.151292
0 14 0.350649 0.306494 0.151292
0 15 0.324675 0.306494 0.151292
0 16 0.311688 0.306494 0.151292
0 17 0.324675 0.306494 0.151292
0 18 0.298701 0.306494 0.151292
0 19 0.246753 0.306494 0.151292
1 0 0.675325 0.306494 0.151292
1 1 0.662338 0.306494 0.151292
1 2 0.662338 0.306494 0.151292
1 3 0.649351 0.306494 0.151292
1 4 0.636364 0.306494 0.151292
1 5 0.61039 0.306494 0.151292
1 6 0.636364 0.306494 0.151292
1 7 0.649351 0.306494 0.151292
1 8 0.571429 0.306494 0.151292
1 9 0.545455 0.306494 0.151292
1 10 0.441558 0.306494 0.151292
1 11 0.441558 0.306494 0.151292
1 12 0.363636 0.306494 0.151292
1 13 0.337662 0.306494 0.151292
1 14 0.350649 0.306494 0.151292
1 15 0.337662 0.306494 0.151292
1 16 0.350649 0.306494 0.151292
1 17 0.285714 0.306494 0.151292
1 18 0.298701 0.306494 0.151292
1 19 0.25974 0.306494 0.151292
2 0 0.649351 0.306494 0.151292
2 1 0.662338 0.306494 0.151292
2 2 0.662338 0.306494 0.151292
2 3 0.597403 0.306494 0.151292
2 4 0.623377 0.306494 0.151292
2 5 0.584416 0.306494 0.151292
2 6 0.597403 0.306494 0.151292
2 7 0.623377 0.306494 0.151292
2 8 0.545455 0.306494 0.151292
2 9 0.506494 0.306494 0.151292
2 10 0.454545 0.306494 0.151292
2 11 0.506494 0.306494 0.151292
2 12 0.441558 0.306494 0.151292
2 13 0.350649 0.306494 0.151292
2 14 0.363636 0.306494 0.151292
2 15 0.311688 0.306494 0.151292
2 16 0.298701 0.306494 0.151292
2 17 0.272727 0.306494 0.151292
2 18 0.285714 0.306494 0.151292
2 19 0.25974 0.306494 0.151292
3 0 0.662338 0.306494 0.151292
3 1 0.675325 0.306494 0.151292
3 2 0.649351 0.306494 0.151292
3 3 0.584416 0.306494 0.151292
3 4 0.571429 0.306494 0.151292
3 5 0.558442 0.306494 0.151292
3 6 0.545455 0.306494 0.151292
3 7 0.558442 0.306494 0.151292
3 8 0.532468 0.306494 0.151292
3 9 0.454545 0.306494 0.151292
3 10 0.441558 0.306494 0.151292
3 11 0.428571 0.306494 0.151292
3 12 0.376623 0.306494 0.151292
3 13 0.324675 0.306494 0.151292
3 14 0.376623 0.306494 0.151292
3 15 0.337662 0.306494 0.151292
3 16 0.246753 0.306494 0.151292
3 17 0.233766 0.306494 0.151292
3 18 0.233766 0.306494 0.151292
3 19 0.246753 0.306494 0.151292
4 0 0.61039 0.306494 0.151292
4 1 0.649351 0.306494 0.151292
4 2 0.571429 0.306494 0.151292
4 3 0.532468 0.306494 0.151292
4 4 0.467532 0.306494 0.151292
4 5 0.454545 0.306494 0.151292
4 6 0.480519 0.306494 0.151292
4 7 0.441558 0.306494 0.151292
4 8 0.415584 0.306494 0.151292
4 9 0.38961 0.306494 0.151292
4 10 0.324675 0.306494 0.151292
4 11 0.350649 0.306494 0.151292
4 12 0.285714 0.306494 0.151292
4 13 0.298701 0.306494 0.151292
4 14 0.298701 0.306494 0.151292
4 15 0.285714 0.306494 0.151292
4 16 0.220779 0.306494 0.151292
4 17 0.155844 0.306494 0.151292
4 18 0.194805 0.306494 0.151292
4 19 0.207792 0.306494 0.151292
5 0 0.506494 0.306494 0.151292
5 1 0.545455 0.306494 0.151292
5 2 0.493506 0.306494 0.151292
5 3 0.467532 0.306494 0.151292
5 4 0.337662 0.306494 0.151292
5 5 0.350649 0.306494 0.151292
5 6 0.454545 0.306494 0.151292
5 7 0.454545 0.306494 0.151292
5 8 0.428571 0.306494 0.151292
5 9 0.337662 0.306494 0.151292
5 10 0.272727 0.306494 0.151292
5 11 0.233766 0.306494 0.151292
5 12 0.285714 0.306494 0.151292
5 13 0.272727 0.306494 0.151292
5 14 0.285714 0.306494 0.151292
5 15 0.285714 0.306494 0.151292
5 16 0.194805 0.306494 0.151292
5 17 0.194805 0.306494 0.151292
5 18 0.142857 0.306494 0.151292
5 19 0.194805 0.306494 0.151292
6 0 0.519481 0.306494 0.151292
6 1 0.532468 0.306494 0.151292
6 2 0.506494 0.306494 0.151292
6 3 0.519481 0.306494 0.151292
6 4 0.415584 0.306494 0.151292
6 5 0.402597 0.306494 0.151292
6 6 0.441558 0.306494 0.151292
6 7 0.493506 0.306494 0.151292
6 8 0.454545 0.306494 0.151292
6 9 0.376623 0.306494 0.151292
6 10 0.285714 0.306494 0.151292
6 11 0.324675 0.306494 0.151292
6 12 0.311688 0.306494 0.151292
6 13 0.298701 0.306494 0.151292
6 14 0.337662 0.306494 0.151292
6 15 0.298701 0.306494 0.151292
6 16 0.207792 0.306494 0.151292
6 17 0.194805 0.306494 0.151292
6 18 0.181818 0.306494 0.151292
6 19 0.155844 0.306494 0.151292
7 0 0.558442 0.306494 0.151292
7 1 0.532468 0.306494 0.151292
7 2 0.493506 0.306494 0.151292
7 3 0.467532 0.306494 0.151292
7 4 0.428571 0.306494 0.151292
7 5 0.415584 0.306494 0.151292
7 6 0.454545 0.306494 0.151292
