# contact distance = 3
# r = [1.30646, 3.92906]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.588235 0.350735 0.183333
0 1 0.676471 0.350735 0.183333
0 2 0.617647 0.350735 0.183333
0 3 0.794118 0.350735 0.183333
0 4 0.794118 0.350735 0.183333
0 5 0.735294 0.350735 0.183333
0 6 0.676471 0.350735 0.183333
0 7 0.617647 0.350735 0.183333
0 8 0.617647 0.350735 0.183333
0 9 0.382353 0.350735 0.183333
0 10 0.235294 0.350735 0.183333
0 11 0.470588 0.350735 0.183333
0 12 0.441176 0.350735 0.183333
0 13 0.323529 0.350735 0.183333
0 14 0.294118 0.350735 0.183333
0 15 0.294118 0.350735 0.183333
0 16 0.176471 0.350735 0.183333
0 17 0.176471 0.350735 0.183333
0 18 0.264706 0.350735 0.183333
0 19 0.264706 0.350735 0.183333
1 0 0.676471 0.350735 0.183333
1 1 0.764706 0.350735 0.183333
1 2 0.735294 0.350735 0.183333
1 3 0.794118 0.350735 0.183333
1 4 0.823529 0.350735 0.183333
1 5 0.882353 0.350735 0.183333
1 6 0.764706 0.350735 0.183333
1 7 0.5 0.350735 0.183333
1 8 0.411765 0.350735 0.183333
1 9 0.382353 0.350735 0.183333
1 10 0.352941 0.350735 0.183333
1 11 0.441176 0.350735 0.183333
1 12 0.382353 0.350735 0.183333
1 13 0.294118 0.350735 0.183333
1 14 0.294118 0.350735 0.183333
1 15 0.323529 0.350735 0.183333
1 16 0.205882 0.350735 0.183333
1 17 0.294118 0.350735 0.183333
1 18 0.294118 0.350735 0.183333
1 19 0.294118 0.350735 0.183333
2 0 0.735294 0.350735 0.183333
2 1 0.735294 0.350735 0.183333
2 2 0.558824 0.350735 0.183333
2 3 0.735294 0.350735 0.183333
2 4 0.794118 0.350735 0.183333
2 5 0.764706 0.350735 0.183333
2 6 0.823529 0.350735 0.183333
2 7 0.441176 0.350735 0.183333
2 8 0.441176 0.350735 0.183333
2 9 0.323529 0.350735 0.183333
2 10 0.352941 0.350735 0.183333
2 11 0.411765 0.350735 0.183333
2 12 0.411765 0.350735 0.183333
2 13 0.264706 0.350735 0.183333
2 14 0.323529 0.350735 0.183333
2 15 0.264706 0.350735 0.183333
2 16 0.235294 0.350735 0.183333
2 17 0.235294 0.350735 0.183333
2 18 0.441176 0.350735 0.183333
2 19 0.352941 0.350735 0.183333
3 0 0.823529 0.350735 0.183333
3 1 0.735294 0.350735 0.183333
3 2 0.735294 0.350735 0.183333
3 3 0.676471 0.350735 0.183333
3 4 0.852941 0.350735 0.183333
3 5 0.823529 0.350735 0.183333
3 6 0.794118 0.350735 0.183333
3 7 0.617647 0.350735 0.183333
3 8 0.529412 0.350735 0.183333
3 9 0.411765 0.350735 0.183333
3 10 0.323529 0.350735 0.183333
3 11 0.382353 0.350735 0.183333
3 12 0.411765 0.350735 0.183333
3 13 0.382353 0.350735 0.183333
3 14 0.382353 0.350735 0.183333
3 15 0.382353 0.350735 0.183333
3 16 0.323529 0.350735 0.183333
3 17 0.411765 0.350735 0.183333
3 18 0.470588 0.350735 0.183333
3 19 0.382353 0.350735 0.183333
4 0 0.676471 0.350735 0.183333
4 1 0.705882 0.350735 0.183333
4 2 0.705882 0.350735 0.183333
4 3 0.764706 0.350735 0.183333
4 4 0.794118 0.350735 0.183333
4 5 0.794118 0.350735 0.183333
4 6 0.735294 0.350735 0.183333
4 7 0.647059 0.350735 0.183333
4 8 0.676471 0.350735 0.183333
4 9 0.441176 0.350735 0.183333
4 10 0.5 0.350735 0.183333
4 11 0.5 0.350735 0.183333
4 12 0.5 0.350735 0.183333
4 13 0.352941 0.350735 0.183333
4 14 0.323529 0.350735 0.183333
4 15 0.352941 0.350735 0.183333
4 16 0.323529 0.350735 0.183333
4 17 0.441176 0.350735 0.183333
4 18 0.382353 0.350735 0.183333
4 19 0.352941 0.350735 0.183333
5 0 0.676471 0.350735 0.183333
5 1 0.647059 0.350735 0.183333
5 2 0.647059 0.350735 0.183333
5 3 0.705882 0.350735 0.183333
5 4 0.764706 0.350735 0.183333
5 5 0.764706 0.350735 0.183333
5 6 0.705882 0.350735 0.183333
5 7 0.647059 0.350735 0.183333
5 8 0.5 0.350735 0.183333
5 9 0.470588 0.350735 0.183333
5 10 0.441176 0.350735 0.183333
5 11 0.470588 0.350735 0.183333
5 12 0.5 0.350735 0.183333
