# contact distance = 3
# r = [1.24875, 3.89333]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.539683 0.355357 0.101249
0 1 0.52381 0.355357 0.101249
0 2 0.555556 0.355357 0.101249
0 3 0.460317 0.355357 0.101249
0 4 0.396825 0.355357 0.101249
0 5 0.52381 0.355357 0.101249
0 6 0.555556 0.355357 0.101249
0 7 0.492063 0.355357 0.101249
0 8 0.47619 0.355357 0.101249
0 9 0.444444 0.355357 0.101249
0 10 0.365079 0.355357 0.101249
0 11 0.380952 0.355357 0.101249
0 12 0.365079 0.355357 0.101249
0 13 0.460317 0.355357 0.101249
0 14 0.412698 0.355357 0.101249
0 15 0.349206 0.355357 0.101249
0 16 0.428571 0.355357 0.101249
0 17 0.349206 0.355357 0.101249
0 18 0.428571 0.355357 0.101249
0 19 0.380952 0.355357 0.101249
1 0 0.52381 0.355357 0.101249
1 1 0.587302 0.355357 0.101249
1 2 0.571429 0.355357 0.101249
1 3 0.619048 0.355357 0.101249
1 4 0.52381 0.355357 0.101249
1 5 0.571429 0.355357 0.101249
1 6 0.603175 0.355357 0.101249
1 7 0.539683 0.355357 0.101249
1 8 0.52381 0.355357 0.101249
1 9 0.47619 0.355357 0.101249
1 10 0.47619 0.355357 0.101249
1 11 0.444444 0.355357 0.101249
1 12 0.380952 0.355357 0.101249
1 13 0.52381 0.355357 0.101249
1 14 0.47619 0.355357 0.101249
1 15 0.444444 0.355357 0.101249
1 16 0.460317 0.355357 0.101249
1 17 0.444444 0.355357 0.101249
1 18 0.412698 0.355357 0.101249
1 19 0.428571 0.355357 0.101249
2 0 0.507937 0.355357 0.101249
2 1 0.507937 0.355357 0.101249
2 2 0.571429 0.355357 0.101249
2 3 0.571429 0.355357 0.101249
2 4 0.555556 0.355357 0.101249
2 5 0.619048 0.355357 0.101249
2 6 0.587302 0.355357 0.101249
2 7 0.47619 0.355357 0.101249
2 8 0.47619 0.355357 0.101249
2 9 0.507937 0.355357 0.101249
2 10 0.444444 0.355357 0.101249
2 11 0.412698 0.355357 0.101249
2 12 0.460317 0.355357 0.101249
2 13 0.47619 0.355357 0.101249
2 14 0.507937 0.355357 0.101249
2 15 0.460317 0.355357 0.101249
2 16 0.460317 0.355357 0.101249
2 17 0.492063 0.355357 0.101249
2 18 0.428571 0.355357 0.101249
2 19 0.349206 0.355357 0.101249
3 0 0.47619 0.355357 0.101249
3 1 0.444444 0.355357 0.101249
3 2 0.52381 0.355357 0.101249
3 3 0.492063 0.355357 0.101249
3 4 0.52381 0.355357 0.101249
3 5 0.539683 0.355357 0.101249
3 6 0.555556 0.355357 0.101249
3 7 0.47619 0.355357 0.101249
3 8 0.47619 0.355357 0.101249
3 9 0.365079 0.355357 0.101249
3 10 0.380952 0.355357 0.101249
3 11 0.396825 0.355357 0.101249
3 12 0.428571 0.355357 0.101249
3 13 0.444444 0.355357 0.101249
3 14 0.444444 0.355357 0.101249
3 15 0.380952 0.355357 0.101249
3 16 0.460317 0.355357 0.101249
3 17 0.444444 0.355357 0.101249
3 18 0.47619 0.355357 0.101249
3 19 0.365079 0.355357 0.101249
4 0 0.412698 0.355357 0.101249
4 1 0.428571 0.355357 0.101249
4 2 0.460317 0.355357 0.101249
4 3 0.492063 0.355357 0.101249
4 4 0.412698 0.355357 0.101249
4 5 0.492063 0.355357 0.101249
4 6 0.460317 0.355357 0.101249
4 7 0.380952 0.355357 0.101249
4 8 0.365079 0.355357 0.101249
4 9 0.365079 0.355357 0.101249
4 10 0.285714 0.355357 0.101249
4 11 0.349206 0.355357 0.101249
4 12 0.31746 0.355357 0.101249
4 13 0.396825 0.355357 0.101249
4 14 0.396825 0.355357 0.101249
4 15 0.301587 0.355357 0.101249
4 16 0.380952 0.355357 0.101249
4 17 0.380952 0.355357 0.101249
4 18 0.365079 0.355357 0.101249
4 19 0.333333 0.355357 0.101249
5 0 0.444444 0.355357 0.101249
5 1 0.492063 0.355357 0.101249
5 2 0.492063 0.355357 0.101249
5 3 0.47619 0.355357 0.101249
5 4 0.428571 0.355357 0.101249
5 5 0.555556 0.355357 0.101249
5 6 0.47619 0.355357 0.101249
5 7 0.396825 0.355357 0.101249
5 8 0.365079 0.355357 0.101249
5 9 0.333333 0.355357 0.101249
5 10 0.269841 0.355357 0.101249
5 11 0.301587 0.355357 0.101249
5 12 0.31746 0.355357 0.101249
5 13 0.460317 0.355357 0.101249
5 14 0.412698 0.355357 0.101249
5 15 0.349206 0.355357 0.101249
5 16 0.396825 0.355357 0.101249
5 17 0.365079 0.355357 0.101249
5 18 0.412698 0.355357 0.101249
5 19 0.365079 0.355357 0.101249
6 0 0.47619 0.355357 0.101249
6 1 0.444444 0.355357 0.101249
6 2 0.444444 0.355357 0.101249
6 3 0.444444 0.355357 0.101249
6 4 0.412698 0.355357 0.101249
6 5 0.507937 0.355357 0.101249
6 6 0.492063 0.355357 0.101249
6 7 0.365079 0.355357 0.101249
6 8 0.333333 0.355357 0.101249
6 9 0.333333 0.355357 0.101249
6 10 0.285714 0.355357 0.101249
6 11 0.253968 0.355357 0.101249
6 12 0.253968 0.355357 0.101249
6 13 0.31746 0.355357 0.101249
6 14 0.412698 0.355357 0.101249
6 15 0.333333 0.355357 0.101249
6 16 0.412698 0.355357 0.101249
6 17 0.396825 0.355357 0.101249
6 18 0.365079 0.355357 0.101249
6 19 0.349206 0.355357 0.101249
7 0 0.412698 0.355357 0.101249
7 1 0.428571 0.355357 0.101249
7 2 0.380952 0.355357 0.101249
7 3 0.428571 0.355357 0.101249
7 4 0.396825 0.355357 0.101249
7 5 0.47619 0.355357 0.101249
7 6 0.349206 0.355357 0.101249
7 7 0.31746 0.355357 0.101249
7 8 0.253968 0.355357 0.101249
7 9 0.238095 0.355357 0.101249
7 10 0.253968 0.355357 0.101249
7 11 0.222222 0.355357 0.101249
7 12 0.238095 0.355357 0.101249
7 13 0.333333 0.355357 0.101249
7 14 0.333333 0.355357 0.101249
7 15 0.365079 0.355357 0.101249
