row, col, cumulative power
0, 0, 7.888609e-31
0, 1, 2.039011e+03
1, 1, 2.288617e+03
0, 2, 2.379071e+03
1, 2, 2.406952e+03
2, 2, 2.417406e+03
0, 3, 2.472315e+03
1, 3, 2.497684e+03
2, 3, 2.498903e+03
0, 4, 2.561114e+03
1, 4, 2.595164e+03
3, 3, 2.597779e+03
2, 4, 2.598628e+03
3, 4, 2.600043e+03
0, 5, 2.616067e+03
1, 5, 2.618182e+03
2, 5, 2.618512e+03
4, 4, 2.619677e+03
3, 5, 2.621591e+03
0, 6, 2.627575e+03
1, 6, 2.633376e+03
2, 6, 2.633519e+03
4, 5, 2.633927e+03
3, 6, 2.634342e+03
0, 7, 2.645026e+03
5, 5, 2.645494e+03
1, 7, 2.648671e+03
4, 6, 2.648863e+03
2, 7, 2.650649e+03
3, 7, 2.651674e+03
5, 6, 2.652061e+03
0, 8, 2.653265e+03
4, 7, 2.653626e+03
1, 8, 2.655330e+03
2, 8, 2.655928e+03
6, 6, 2.656852e+03
3, 8, 2.659761e+03
5, 7, 2.660401e+03
4, 8, 2.660700e+03
0, 9, 2.674081e+03
1, 9, 2.680334e+03
6, 7, 2.681455e+03
2, 9, 2.682455e+03
5, 8, 2.683252e+03
3, 9, 2.683900e+03
4, 9, 2.684329e+03
7, 7, 2.684456e+03
6, 8, 2.685077e+03
0, 10, 2.685157e+03
1, 10, 2.685885e+03
2, 10, 2.686286e+03
5, 9, 2.686921e+03
3, 10, 2.687177e+03
7, 8, 2.687362e+03
4, 10, 2.688840e+03
6, 9, 2.689074e+03
5, 10, 2.689098e+03
8, 8, 2.689153e+03
7, 9, 2.689247e+03
6, 10, 2.689438e+03
8, 9, 2.690064e+03
7, 10, 2.690249e+03
9, 9, 2.690408e+03
8, 10, 2.690408e+03
9, 10, 2.690433e+03
10, 10, 2.690438e+03
