row, col, cumulative power
0, 0, 7.099748e-30
0, 1, 2.043837e+02
1, 1, 2.266508e+02
0, 2, 3.429785e+02
1, 2, 3.557658e+02
2, 2, 3.593911e+02
0, 3, 3.655483e+02
1, 3, 3.673988e+02
2, 3, 3.678218e+02
0, 4, 3.720392e+02
1, 4, 3.739375e+02
3, 3, 3.747060e+02
2, 4, 3.761148e+02
3, 4, 3.766181e+02
0, 5, 3.769157e+02
1, 5, 3.793357e+02
2, 5, 3.796293e+02
4, 4, 3.803953e+02
3, 5, 3.807202e+02
0, 6, 3.809889e+02
1, 6, 3.830051e+02
2, 6, 3.834223e+02
4, 5, 3.843053e+02
3, 6, 3.846454e+02
0, 7, 3.854892e+02
5, 5, 3.860609e+02
1, 7, 3.872085e+02
4, 6, 3.877439e+02
2, 7, 3.884893e+02
3, 7, 3.885933e+02
5, 6, 3.889120e+02
0, 8, 3.905133e+02
4, 7, 3.906342e+02
1, 8, 3.929349e+02
2, 8, 3.937451e+02
6, 6, 3.940549e+02
3, 8, 3.942911e+02
5, 7, 3.946248e+02
4, 8, 3.948587e+02
0, 9, 3.952711e+02
1, 9, 3.961281e+02
6, 7, 3.964577e+02
2, 9, 3.965888e+02
5, 8, 3.968170e+02
3, 9, 3.976929e+02
4, 9, 3.984125e+02
7, 7, 3.985470e+02
6, 8, 3.986724e+02
0, 10, 3.989732e+02
1, 10, 3.993049e+02
2, 10, 3.994850e+02
5, 9, 4.000965e+02
3, 10, 4.003262e+02
7, 8, 4.004962e+02
4, 10, 4.006460e+02
6, 9, 4.011766e+02
5, 10, 4.014150e+02
8, 8, 4.018779e+02
7, 9, 4.020211e+02
6, 10, 4.020963e+02
8, 9, 4.022247e+02
7, 10, 4.022445e+02
9, 9, 4.031851e+02
8, 10, 4.035519e+02
9, 10, 4.036423e+02
10, 10, 4.036474e+02
