row, col, cumulative power
0, 0, 2.722803e-29
0, 1, 1.724566e+02
1, 1, 1.789416e+02
0, 2, 2.202020e+02
1, 2, 2.235230e+02
2, 2, 2.237451e+02
0, 3, 3.117996e+02
1, 3, 3.150584e+02
2, 3, 3.171492e+02
0, 4, 3.336408e+02
1, 4, 3.360191e+02
3, 3, 3.369445e+02
2, 4, 3.381605e+02
3, 4, 3.389034e+02
0, 5, 3.664339e+02
1, 5, 3.685355e+02
2, 5, 3.694299e+02
4, 4, 3.697645e+02
3, 5, 3.709822e+02
0, 6, 3.735743e+02
1, 6, 3.760054e+02
2, 6, 3.764865e+02
4, 5, 3.768083e+02
3, 6, 3.769617e+02
0, 7, 3.859253e+02
5, 5, 3.864562e+02
1, 7, 3.869872e+02
4, 6, 3.874085e+02
2, 7, 3.876532e+02
3, 7, 3.883259e+02
5, 6, 3.886384e+02
0, 8, 3.892757e+02
4, 7, 3.895147e+02
1, 8, 3.896700e+02
2, 8, 3.907210e+02
6, 6, 3.908273e+02
3, 8, 3.911230e+02
5, 7, 3.912794e+02
4, 8, 3.915612e+02
0, 9, 3.964581e+02
1, 9, 3.976522e+02
6, 7, 3.977455e+02
2, 9, 3.989749e+02
5, 8, 3.992602e+02
3, 9, 3.995350e+02
4, 9, 3.998495e+02
7, 7, 4.001534e+02
6, 8, 4.002350e+02
0, 10, 4.014721e+02
1, 10, 4.019458e+02
2, 10, 4.019922e+02
5, 9, 4.022745e+02
3, 10, 4.024394e+02
7, 8, 4.028167e+02
4, 10, 4.028633e+02
6, 9, 4.031681e+02
5, 10, 4.033427e+02
8, 8, 4.033641e+02
7, 9, 4.036136e+02
6, 10, 4.036445e+02
8, 9, 4.037152e+02
7, 10, 4.037375e+02
9, 9, 4.039140e+02
8, 10, 4.040602e+02
9, 10, 4.041773e+02
10, 10, 4.041871e+02
