row, col, cumulative power
0, 0, 2.386304e-29
0, 1, 2.812967e+02
1, 1, 3.155687e+02
0, 2, 3.339928e+02
1, 2, 3.758510e+02
2, 2, 3.933347e+02
0, 3, 4.325624e+02
1, 3, 4.526692e+02
2, 3, 4.676422e+02
0, 4, 4.886861e+02
1, 4, 5.163608e+02
3, 3, 5.231605e+02
2, 4, 5.273821e+02
3, 4, 5.342754e+02
0, 5, 5.376730e+02
1, 5, 5.413669e+02
2, 5, 5.441213e+02
4, 4, 5.448538e+02
3, 5, 5.481686e+02
0, 6, 5.585662e+02
1, 6, 5.666828e+02
2, 6, 5.694101e+02
4, 5, 5.725060e+02
3, 6, 5.745434e+02
0, 7, 5.799627e+02
5, 5, 5.810205e+02
1, 7, 5.843496e+02
4, 6, 5.873382e+02
2, 7, 5.885118e+02
3, 7, 5.917324e+02
5, 6, 5.932590e+02
0, 8, 5.961700e+02
4, 7, 5.988130e+02
1, 8, 6.010930e+02
2, 8, 6.054450e+02
6, 6, 6.067445e+02
3, 8, 6.092531e+02
5, 7, 6.105071e+02
4, 8, 6.153850e+02
0, 9, 6.169980e+02
1, 9, 6.194137e+02
6, 7, 6.229778e+02
2, 9, 6.243830e+02
5, 8, 6.245837e+02
3, 9, 6.287861e+02
4, 9, 6.306950e+02
7, 7, 6.324959e+02
6, 8, 6.339620e+02
0, 10, 6.340795e+02
1, 10, 6.347262e+02
2, 10, 6.365281e+02
5, 9, 6.388403e+02
3, 10, 6.392976e+02
7, 8, 6.416589e+02
4, 10, 6.419403e+02
6, 9, 6.438514e+02
5, 10, 6.443547e+02
8, 8, 6.471364e+02
7, 9, 6.486220e+02
6, 10, 6.500112e+02
8, 9, 6.526393e+02
7, 10, 6.534969e+02
9, 9, 6.537628e+02
8, 10, 6.548101e+02
9, 10, 6.565419e+02
10, 10, 6.566337e+02
