row, col, cumulative power
0, 0, 2.083086e-30
0, 1, 4.819826e+02
1, 1, 5.460644e+02
0, 2, 5.699801e+02
1, 2, 5.891472e+02
2, 2, 5.899221e+02
0, 3, 6.221465e+02
1, 3, 6.248716e+02
2, 3, 6.285794e+02
0, 4, 6.430598e+02
1, 4, 6.496968e+02
3, 3, 6.542341e+02
2, 4, 6.573521e+02
3, 4, 6.583705e+02
0, 5, 6.863639e+02
1, 5, 6.890110e+02
2, 5, 6.899007e+02
4, 4, 6.917670e+02
3, 5, 6.933977e+02
0, 6, 7.232780e+02
1, 6, 7.296260e+02
2, 6, 7.307027e+02
4, 5, 7.311327e+02
3, 6, 7.326609e+02
0, 7, 7.395355e+02
5, 5, 7.395434e+02
1, 7, 7.406713e+02
4, 6, 7.408912e+02
2, 7, 7.425266e+02
3, 7, 7.446281e+02
5, 6, 7.460471e+02
0, 8, 7.469403e+02
4, 7, 7.483479e+02
1, 8, 7.505813e+02
2, 8, 7.514310e+02
6, 6, 7.517180e+02
3, 8, 7.523925e+02
5, 7, 7.534616e+02
4, 8, 7.543161e+02
0, 9, 7.545998e+02
1, 9, 7.568077e+02
6, 7, 7.585844e+02
2, 9, 7.606373e+02
5, 8, 7.609875e+02
3, 9, 7.613872e+02
4, 9, 7.620836e+02
7, 7, 7.638832e+02
6, 8, 7.654548e+02
0, 10, 7.690753e+02
1, 10, 7.697542e+02
2, 10, 7.702642e+02
5, 9, 7.717776e+02
3, 10, 7.718826e+02
7, 8, 7.726813e+02
4, 10, 7.731170e+02
6, 9, 7.736202e+02
5, 10, 7.751462e+02
8, 8, 7.761757e+02
7, 9, 7.764626e+02
6, 10, 7.765698e+02
8, 9, 7.782377e+02
7, 10, 7.785424e+02
9, 9, 7.789189e+02
8, 10, 7.809107e+02
9, 10, 7.828547e+02
10, 10, 7.828759e+02
