# contact distance = 2.5
# r = [1.01076, 3.09528]

# i j contact_probability mean_contact_probability stddev_contact_probability
0 0 0.0666667 0.245875 0.180101
0 1 0.0333333 0.245875 0.180101
0 2 0.0666667 0.245875 0.180101
0 3 0.0833333 0.245875 0.180101
0 4 0.0666667 0.245875 0.180101
0 5 0.05 0.245875 0.180101
0 6 0.0333333 0.245875 0.180101
0 7 0.0666667 0.245875 0.180101
0 8 0.0666667 0.245875 0.180101
0 9 0.0833333 0.245875 0.180101
0 10 0.1 0.245875 0.180101
0 11 0.1 0.245875 0.180101
0 12 0.1 0.245875 0.180101
0 13 0.0666667 0.245875 0.180101
0 14 0.0666667 0.245875 0.180101
0 15 0.116667 0.245875 0.180101
0 16 0.05 0.245875 0.180101
0 17 0.05 0.245875 0.180101
0 18 0.0666667 0.245875 0.180101
0 19 0.0333333 0.245875 0.180101
1 0 0.0666667 0.245875 0.180101
1 1 0.0333333 0.245875 0.180101
1 2 0.05 0.245875 0.180101
1 3 0.0666667 0.245875 0.180101
1 4 0.0666667 0.245875 0.180101
1 5 0.1 0.245875 0.180101
1 6 0.1 0.245875 0.180101
1 7 0.1 0.245875 0.180101
1 8 0.1 0.245875 0.180101
1 9 0.1 0.245875 0.180101
1 10 0.15 0.245875 0.180101
1 11 0.116667 0.245875 0.180101
1 12 0.116667 0.245875 0.180101
1 13 0.116667 0.245875 0.180101
1 14 0.1 0.245875 0.180101
1 15 0.133333 0.245875 0.180101
1 16 0.116667 0.245875 0.180101
1 17 0.1 0.245875 0.180101
1 18 0.116667 0.245875 0.180101
1 19 0.05 0.245875 0.180101
2 0 0.0666667 0.245875 0.180101
2 1 0.0666667 0.245875 0.180101
2 2 0.05 0.245875 0.180101
2 3 0.05 0.245875 0.180101
2 4 0.05 0.245875 0.180101
2 5 0.0666667 0.245875 0.180101
2 6 0.1 0.245875 0.180101
2 7 0.0833333 0.245875 0.180101
2 8 0.0833333 0.245875 0.180101
2 9 0.1 0.245875 0.180101
2 10 0.1 0.245875 0.180101
2 11 0.166667 0.245875 0.180101
2 12 0.0833333 0.245875 0.180101
2 13 0.0833333 0.245875 0.180101
2 14 0.166667 0.245875 0.180101
2 15 0.15 0.245875 0.180101
2 16 0.133333 0.245875 0.180101
2 17 0.1 0.245875 0.180101
2 18 0.0833333 0.245875 0.180101
2 19 0.05 0.245875 0.180101
3 0 0.0666667 0.245875 0.180101
3 1 0.05 0.245875 0.180101
3 2 0.05 0.245875 0.180101
3 3 0.0666667 0.245875 0.180101
3 4 0.1 0.245875 0.180101
3 5 0.15 0.245875 0.180101
3 6 0.133333 0.245875 0.180101
3 7 0.15 0.245875 0.180101
3 8 0.0833333 0.245875 0.180101
3 9 0.1 0.245875 0.180101
3 10 0.15 0.245875 0.180101
3 11 0.166667 0.245875 0.180101
3 12 0.15 0.245875 0.180101
3 13 0.116667 0.245875 0.180101
3 14 0.183333 0.245875 0.180101
3 15 0.15 0.245875 0.180101
3 16 0.2 0.245875 0.180101
3 17 0.166667 0.245875 0.180101
3 18 0.116667 0.245875 0.180101
