row, col, cumulative power
0, 0, 2.279808e-28
0, 1, 2.908321e+03
1, 1, 2.988818e+03
0, 2, 3.934827e+03
1, 2, 3.980944e+03
2, 2, 4.015529e+03
0, 3, 4.161005e+03
1, 3, 4.182291e+03
2, 3, 4.193624e+03
0, 4, 4.312137e+03
1, 4, 4.329995e+03
3, 3, 4.331107e+03
2, 4, 4.335046e+03
3, 4, 4.336094e+03
0, 5, 4.396641e+03
1, 5, 4.399387e+03
2, 5, 4.404376e+03
4, 4, 4.405369e+03
3, 5, 4.406180e+03
0, 6, 4.457439e+03
1, 6, 4.462586e+03
2, 6, 4.464935e+03
4, 5, 4.466877e+03
3, 6, 4.467241e+03
0, 7, 4.502542e+03
5, 5, 4.504323e+03
1, 7, 4.507649e+03
4, 6, 4.508281e+03
2, 7, 4.511338e+03
3, 7, 4.512419e+03
5, 6, 4.513457e+03
0, 8, 4.531322e+03
4, 7, 4.533039e+03
1, 8, 4.535769e+03
2, 8, 4.536867e+03
6, 6, 4.537026e+03
3, 8, 4.537479e+03
5, 7, 4.537822e+03
4, 8, 4.538102e+03
0, 9, 4.574853e+03
1, 9, 4.579837e+03
6, 7, 4.580177e+03
2, 9, 4.582370e+03
5, 8, 4.582401e+03
3, 9, 4.583654e+03
4, 9, 4.583935e+03
7, 7, 4.584224e+03
6, 8, 4.584646e+03
0, 10, 4.598905e+03
1, 10, 4.599354e+03
2, 10, 4.599801e+03
5, 9, 4.600983e+03
3, 10, 4.601204e+03
7, 8, 4.601856e+03
4, 10, 4.602220e+03
6, 9, 4.602674e+03
5, 10, 4.603635e+03
8, 8, 4.603692e+03
7, 9, 4.603768e+03
6, 10, 4.604175e+03
8, 9, 4.604524e+03
7, 10, 4.605766e+03
9, 9, 4.605841e+03
8, 10, 4.606182e+03
9, 10, 4.606544e+03
10, 10, 4.606809e+03
