row, col, cumulative power
0, 0, 4.881200e-28
0, 1, 6.283384e+02
1, 1, 6.550445e+02
0, 2, 7.663180e+02
1, 2, 7.778447e+02
2, 2, 8.006543e+02
0, 3, 8.708851e+02
1, 3, 8.774761e+02
2, 3, 8.951936e+02
0, 4, 9.121428e+02
1, 4, 9.162460e+02
3, 3, 9.193407e+02
2, 4, 9.239909e+02
3, 4, 9.240400e+02
0, 5, 9.477432e+02
1, 5, 9.493489e+02
2, 5, 9.508411e+02
4, 4, 9.508861e+02
3, 5, 9.511380e+02
0, 6, 9.596465e+02
1, 6, 9.612683e+02
2, 6, 9.616703e+02
4, 5, 9.632205e+02
3, 6, 9.643484e+02
0, 7, 9.786176e+02
5, 5, 9.789710e+02
1, 7, 9.795797e+02
4, 6, 9.797959e+02
2, 7, 9.811918e+02
3, 7, 9.820900e+02
5, 6, 9.833324e+02
0, 8, 9.878350e+02
4, 7, 9.892272e+02
1, 8, 9.908423e+02
2, 8, 9.929544e+02
6, 6, 9.939811e+02
3, 8, 9.942782e+02
5, 7, 9.950708e+02
4, 8, 9.957613e+02
0, 9, 9.992129e+02
1, 9, 1.000423e+03
6, 7, 1.000904e+03
2, 9, 1.001577e+03
5, 8, 1.001758e+03
3, 9, 1.002210e+03
4, 9, 1.002970e+03
7, 7, 1.003288e+03
6, 8, 1.003576e+03
0, 10, 1.004296e+03
1, 10, 1.004681e+03
2, 10, 1.005102e+03
5, 9, 1.006159e+03
3, 10, 1.006662e+03
7, 8, 1.007926e+03
4, 10, 1.008385e+03
6, 9, 1.008685e+03
5, 10, 1.009156e+03
8, 8, 1.009220e+03
7, 9, 1.009568e+03
6, 10, 1.010442e+03
8, 9, 1.011281e+03
7, 10, 1.011389e+03
9, 9, 1.011704e+03
8, 10, 1.012048e+03
9, 10, 1.012505e+03
10, 10, 1.012509e+03
